entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradeReceivables
35819126,2014-04-01,2014-12-31,c2,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",104627.0,35819126.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,783.0,50.0,23107.0,Gilleleje,2014-04-01,2014-12-31,60994.0,80787.0,81520.0,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,19793.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,,,,,,,,,,,,,,,,,
35819126,2014-04-01,2014-12-31,c4,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35819126.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,,,,Gilleleje,2014-04-01,2014-12-31,60994.0,,,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,,,,,,,,,,,,,,,,,
35819126,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35819126.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,,,,Gilleleje,2014-04-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,335413.0,99573.0,100000.0,135413.0,160994.0,335413.0,174419.0,200000.0,100000.0,100000.0,200000.0,0.0,19504.0,60994.0,174419.0,0.0,135122.0,35840.0,0.0,19793.0,35840.0
35819126,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35819126.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,,,,Gilleleje,2014-04-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,100000.0,,,,,,,,,,,,,,,,
35819126,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35819126.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,,,,Gilleleje,2014-04-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,60994.0,,,,,,,,,,,,,,,,
35819126,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35819126.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,,,,Gilleleje,2014-04-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,160994.0,,,,,,,,,,,,,,,,
35819126,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",139210.0,35819126.0,9189921.0,3629.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,10884.0,50.0,75798.0,Gilleleje,2014-04-01,2014-12-31,9233518.0,9246128.0,63412.0,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,12610.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,,,,,,,,,,,,,,,,,
35819126,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35819126.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,,,,Gilleleje,2014-04-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,,,,,,,,,,,,,,,,,
35819126,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35819126.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,,,,Gilleleje,2014-04-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,,,,,,,,,,,,,,,,,
35819126,2015-01-01,2015-12-31,c11,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2I0LzgwLzBlLzM0YWYtNDNjYi05YjM2LTMwZGI4YTUxMTkxZg.xhtml,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2Y5LzUxL2EzLzAyNjEtNDFhMy04YmE2LWI5YjcxYWQ5ODNmNw.pdf,http://regnskaber.virk.dk/62191853/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzgwL2NkLzJmLzdkZmItNDM3My1hNGNmLWM1NmQ4NTMxOWM0Yg.xml,true,Gilleleje,3250.0,11.0,Stenvej,6000 Kolding,Centervej 2,Regnskabsklasse B,2016-05-31,2016-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35819126.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Povl-AndrÃ© Bang Bendz,Povl AndrÃ© Bang Bendz,AGILCO ApS,Talxperten ApS,,,,Gilleleje,2014-04-01,2014-12-31,9233518.0,,,2015-12-31,2015-01-01,false,false,Selskabet har i overenstemmelse med Ã¥rsregnskabskovens Â§ 135 fravalgt revision. Ledelsen anser betingelser for fravalg af revision for opfyldt for dette og kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22683194,indberetninger-20180424,2.5927916,35819126.0,,2018-03-29T06:41:42.076Z,2016-06-14T01:41:40.289Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-62-XL,2016-06-14T01:41:40.511Z,,,,,,,,,,,,,,,,,,,,,
