entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsOfEquityRelatedToInvestments,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,ExternalExpenses,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnExtraordinaryDividendDistributedAfterEndOfReportingPeriod,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity
27425127,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,30.0,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,2089062.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,55.0,Herning,2017-01-01,2017-12-31,2088977.0,2088977.0,2089032.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,0.0,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,,,,,,,,,,,,,,,,
27425127,2017-01-01,2017-12-31,c183,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,345000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,,,,,,,,,,,,,,,,
27425127,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,-195085.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,,,,,,,,,,,,,,,,
27425127,2017-01-01,2017-12-31,c216,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,1939062.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,,,,,,,,,,,,,,,,
27425127,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,19159549.0,213376.0,125000.0,19055969.0,19159549.0,103580.0,18946173.0,18946173.0,18946173.0,18779266.0,151703.0,103580.0,0.0,0.0,,,,,
27425127,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,125000.0,,,,,,,,,,,,,,,
27425127,2018-01-01,2018-01-01,c234,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,18779266.0,,,,,,,,,,,,,,,
27425127,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,151703.0,,,,,,,,,,,,,,,
27425127,2018-01-01,2018-01-01,c255,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,0.0,,,,,,,,,,,,,,,
27425127,2018-01-01,2018-01-01,c556,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzcwLzA1LzU3LzNlNDEtNDNmNy1hNzNkLWY2OTdjNDJhZjQyZA.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2FlLzRhLzg2LzZhYWQtNDhkNy04ZWIyLTE0ODA3ZjhlMjI0Mg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1-3,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,777947.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2003-10-24,2019-06-14,Statsautoriseret revisor,-450000.0,,-305800.0,20222670.0,27425127.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JEK ApS.,,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 250.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2018-12-31,2018-01-01,4364870.0,true,2019-06-14,Herning,,urn:ofk:oid:27551678,indberetninger-20180424,2.5095978,27425127.0,AWtz7v0kjptzAuyFioHg,2019-06-20T08:10:24.469Z,2019-06-20T08:09:30.199Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-92-NX,2019-06-20T08:09:30.400Z,,,,,,,,,,,,,,,18779266.0,166907.0,,,
