entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughChangesInAccountingPolicies,InformationOnExtraordinaryDividendDistributedAfterEndOfReportingPeriod,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity
27425127,2015-01-01,2015-12-31,c343,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,-4750.0,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,4425556.0,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,-591.0,Herning,2015-01-01,2015-12-31,4420215.0,4420215.0,4420806.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,0.0,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,,,,,,,,,,,,,,,,,,,
27425127,2015-01-01,2015-12-31,c347,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,250000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,,,,,,,,,,,,,,,,,,,
27425127,2015-01-01,2015-12-31,c349,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,,,,,,,,,,,,,,,,,,,
27425127,2015-01-01,2015-12-31,c355,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,3425556.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,,,,,,,,,,,,,,,,,,,
27425127,2015-01-01,2015-12-31,c365,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,744659.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,,,,,,,,,,,,,,,,,,,
27425127,2015-12-31,2015-12-31,c395,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,18242170.0,4415.0,125000.0,18192386.0,18242170.0,49784.0,17237755.0,17237755.0,17237755.0,49784.0,250000.0,17070848.0,746538.0,49784.0,1000000.0,1000000.0,0.0,,,,,
27425127,2016-01-01,2016-01-01,c398,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,125000.0,,,,,,,,,,,,,,,,,,
27425127,2016-01-01,2016-01-01,c407,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,17070848.0,,,,,,,,,,,,,,,,,,
27425127,2016-01-01,2016-01-01,c425,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,746538.0,,,,,,,,,,,,,,,,,,
27425127,2016-01-01,2016-01-01,c429,,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzQ0L2NjL2MyLzlhMjMtNDIxYy1hMzY0LTQ5YzhiMDVhMTM3Mg.pdf,http://regnskaber.virk.dk/72152472/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2M1LzBhLzhkL2Y4NTQtNDUxYi1iMzJmLTBhM2MzMjNlNzQ4ZA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,Dalgasgade 25,7430 Ikast,Orionvej 1,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JEK ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-07,2003-10-24,2017-06-07,Statsautoriseret revisor,-1000000.0,-250000.0,,20222670.0,27425127.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JEK ApS.,,856004.0,Efter regnskabsÃ¥rets udlÃ¸b er der foretaget udlodning af ekstraordinÃ¦rt udbytte pÃ¥ 345.000 kr.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Jesper LundhÃ¸j StubkjÃ¦r Klausen,Sydbank,JEK ApS,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2016-12-31,2016-01-01,2138152.0,true,2017-06-07,Herning,,urn:ofk:oid:24156869,indberetninger-20180424,2.5097403999999996,27425127,,2018-03-29T06:23:13.009Z,2017-06-09T08:24:44.346Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-07-UA,2017-06-09T08:24:44.567Z,,,,250000.0,,,,,,,,,,,,,,,,,,
