entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
31426871,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,11680.0,2176044.0,4051788.0,0.0,16963.0,1426973.0,1847101.0,1864064.0,420128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,,,,,,-1438995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,,,,,,12022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2016-12-31,2016-12-31,ID_8,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,,,,,,,,,,2612175.0,2100445.0,125000.0,2547336.0,0.0,2438995.0,35039.0,2612175.0,172698.0,29800.0,29800.0,64839.0,76512.0,27264.0,35039.0,1438995.0,482.0,482.0,875000.0,11633.0,172698.0,446891.0,6709.0,52288.0,32265.0,412918.0,,
31426871,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,11680.0,2074401.0,3981950.0,134100.0,10043.0,1597167.0,2019926.0,1895869.0,422759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,,,,,,875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,,,,,,-2472167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzgzLzQ3LzU5L2VmZDItNDQ1OC04OGM0LTZhYzk2Y2M3NWYwNA.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJkLzVhLzUxL2YyZGYtNDYyMC1hZDY0LWRmOWMzMDE3YzliZA.xml,true,"Fredericia, 7000","Vendersgade 1 B, Midtpunktet",Til kapitalejerne i Waterway Chartering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-18,2018-01-18,2018-01-18,25593995.0,31426871.0,25593995.0,mne604,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Jensen,Jens Brunn Madsen,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"410, Middelfart",2017-12-31,2017-01-01,false,2018-01-18,Fredericia,RevisionspÃ¥tegning,urn:ofk:oid:24966827,indberetninger-20180424,2.5097342,31426871.0,,2018-04-03T15:59:25.530Z,2018-01-19T11:47:43.378Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-40-PN,2018-01-19T11:47:43.568Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
