entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
31426871,2015-01-01,2015-12-31,ID_5,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,11680.0,2271443.0,5745583.0,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,2611045.0,3441308.0,3462460.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,830263.0,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,,,,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,-2600000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,,,,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,-11045.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2015-12-31,2015-12-31,ID_11,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,,,,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,4547415.0,4136554.0,125000.0,4470896.0,3612022.0,46719.0,4547415.0,934751.0,29800.0,29800.0,76519.0,135083.0,316975.0,46719.0,2600000.0,642.0,642.0,887022.0,934751.0,334342.0,3778.0,457621.0,342047.0,13589.0,,
31426871,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,11680.0,2176044.0,4051788.0,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,1426973.0,1847101.0,1864064.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,420128.0,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,,,,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus RÃ¸nne,DirektÃ¸r
31426871,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,,,,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31426871,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,,,,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,Jens Brunn Madsen,DirektÃ¸r
31426871,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,,,,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Gottschalck Frederiksen,DirektÃ¸r
31426871,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzRmL2IzLzZlL2M0ZTYtNGE4NC1hZWMwLWQzMDVhMzNhMDE3NQ.pdf,http://regnskaber.virk.dk/17862413/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2UzLzVjLzNjLzIyYmUtNDE5ZC04OWFiLTBmZjQ3Y2I2OTBmMQ.xml,"Fredericia, 7000",Vendersgade 1b,Til kapitalejerne i Waterway Chartering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-01-16,2017-01-16,2017-01-20,,,,25593995.0,31426871.0,25593995.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Waterway Chartering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Rasmus RÃ¸nne,RÃ¥d & Revision,Waterway Chartering ApS,"RÃ¥d & Revision, Registreret Revisionsvirksomhed",Middelfart,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Middelfart, 410",2016-12-31,2016-01-01,2017-01-16,Fredericia,,RevisionspÃ¥tegning,urn:ofk:oid:23410974,indberetninger-20180424,2.5124327999999996,31426871.0,,2018-03-27T12:04:33.677Z,2017-01-20T12:01:43.148Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-19-WD,2017-01-20T12:01:43.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,
