entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
28672489,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,2793918.0,28672489.0,9044.0,2797823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,3905.0,149532.0,89677.0,ThyborÃ¸n,2015-07-01,2016-06-30,2739013.0,2725019.0,2793918.0,2017-06-30,2016-07-01,false,false,-13994.0,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,
28672489,2015-07-01,2016-06-30,c6,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28672489.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2015-07-01,2016-06-30,297823.0,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,
28672489,2015-07-01,2016-06-30,c8,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28672489.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2015-07-01,2016-06-30,2441190.0,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,
28672489,2016-06-30,2016-06-30,c10,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28672489.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,16420273.0,7599.0,125000.0,12560913.0,7981934.0,16420273.0,8438339.0,3859360.0,3821518.0,3859360.0,37842.0,12400540.0,260183.0,0.0,821518.0,5160416.0,1875000.0,7787157.0,12400540.0,8438339.0,390999.0,152774.0,0.0,152774.0,
28672489,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,3346485.0,28672489.0,0.0,3350555.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,4070.0,138543.0,6596950.0,ThyborÃ¸n,2015-07-01,2016-06-30,9765534.0,9804892.0,3346485.0,2017-06-30,2016-07-01,false,false,39358.0,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,
28672489,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28672489.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,
28672489,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28672489.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Ulrik Riise
28672489,2016-07-01,2017-06-30,c3,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28672489.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,Martin Christensen
28672489,2016-07-01,2017-06-30,c5,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28672489.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2015-07-01,2016-06-30,-649444.0,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,
28672489,2016-07-01,2017-06-30,c7,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzViL2I1L2VlLzY2MGYtNDExNC1hZjVkLTUxYTY1YTJiNWVjZg.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YyL2M0LzNiLzZlM2MtNGZmOC1hNmRkLTg0MGI0ZWM1MjBhNA.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzA2L2JjL2U3L2EzN2QtNDk2OC05ZTU5LTEyY2NjN2ZkYzIzYw.xml,true,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2017-12-04,2017-12-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥r i dansk sambeskatning med sit datterselskab og hÃ¦fter derfor for indkomstsaktter og for eventuel kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28672489.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2015-07-01,2016-06-30,10414978.0,,,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24833043,indberetninger-20180424,2.594777,28672489.0,,2018-03-28T03:24:06.867Z,2017-12-13T10:35:47.635Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-91-FY,2017-12-13T10:35:47.788Z,,,,,,,,,,,,,,,,,,,,,,,,,
