entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprises,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,SharePremium,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
28672489,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",434352.0,28672489.0,0.0,440712.0,17850.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,6360.0,1521.0,42938.0,ThyborÃ¸n,2013-07-01,2014-06-30,480413.0,493619.0,434352.0,2015-06-30,2014-07-01,13206.0,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,
28672489,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,28672489.0,,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2013-07-01,2014-06-30,440712.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,
28672489,2013-07-01,2014-06-30,c8,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,28672489.0,,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2013-07-01,2014-06-30,39701.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,
28672489,2014-06-30,2014-06-30,c10,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,28672489.0,,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,4671801.0,512.0,125000.0,1214692.0,4671801.0,4671801.0,0.0,3457109.0,3395229.0,3457109.0,61880.0,0.0,0.0,2895229.0,-223428.0,1875000.0,0.0,0.0,1214180.0,1138606.0,75574.0,
28672489,2014-07-01,2015-06-30,c0,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",1124881.0,28672489.0,14994.0,1128466.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,3585.0,8877.0,85879.0,ThyborÃ¸n,2013-07-01,2014-06-30,1171120.0,1186889.0,1124881.0,2015-06-30,2014-07-01,15769.0,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,
28672489,2014-07-01,2015-06-30,c1,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,28672489.0,,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,
28672489,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,28672489.0,,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Ulrik Riise
28672489,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,28672489.0,,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,Martin Christensen
28672489,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,28672489.0,,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2013-07-01,2014-06-30,1128466.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,
28672489,2014-07-01,2015-06-30,c7,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2U2LzU4L2QwLzUzOTYtNGZlNi1hNGM3LWM3ZWRlN2ViNDRmMQ.xhtml,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q3LzEwLzE2LzFhNWMtNDY2Ni1hZmE2LTY4YWYwMmFiMTE2YQ.pdf,http://regnskaber.virk.dk/98427682/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2IwLzMwLzRiLzg5MWYtNDAyZC1iMmQzLTk5MTVkMTY2ZjAxYw.xml,ThyborÃ¸n,7680.0,"26, 1",Havnegade,7680 ThyborÃ¸n,Havnegade 26,Regnskabsklasse B,2015-12-08,2015-12-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at fungere som holdingselskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,28672489.0,,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,JÃ¸rgen Ulrik Riise,MJ HOLDING THYBORÃN ApS,JÃ¸rgen Riise,,,,ThyborÃ¸n,2013-07-01,2014-06-30,42654.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21768797,indberetninger-20180424,2.5926270000000002,28672489.0,,2018-03-30T20:59:22.241Z,2015-12-10T13:42:48.719Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-22-UX,2015-12-10T13:42:48.900Z,,,,,,,,,,,,,,,,,,,,,,
