entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameOfAuditFirm
26454867,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,19267.0,Registreret revisor FSR,286123.0,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,7422.0,Vejen,2017-01-01,2017-12-31,91006.0,120155.0,127577.0,2018-12-31,2018-01-01,false,2019-05-06,Kolding,5415.0,29149.0,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,133864.0,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,,Registreret revisor FSR,,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,,Vejen,2017-01-01,2017-12-31,52900.0,,,2018-12-31,2018-01-01,false,2019-05-06,Kolding,,,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,,Registreret revisor FSR,,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,,Vejen,2017-01-01,2017-12-31,38106.0,,,2018-12-31,2018-01-01,false,2019-05-06,Kolding,,,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,,Registreret revisor FSR,,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,,Vejen,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-06,Kolding,,,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,1611876.0,795197.0,125000.0,802235.0,950225.0,13072.0,796569.0,1611876.0,661651.0,450000.0,450000.0,809641.0,130089.0,809641.0,52900.0,541847.0,283378.0,211651.0,1380.0,7038.0,27282.0,7038.0,
26454867,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,19267.0,Registreret revisor FSR,256539.0,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,12484.0,Vejen,2017-01-01,2017-12-31,60763.0,82279.0,94763.0,2018-12-31,2018-01-01,false,2019-05-06,Kolding,8645.0,21516.0,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,133864.0,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,,Registreret revisor FSR,,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,,Vejen,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-06,Kolding,,,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,LetRevision ApS
26454867,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,,Registreret revisor FSR,,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,,Vejen,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-06,Kolding,,,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,,Registreret revisor FSR,,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,,Vejen,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-05-06,Kolding,,,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,LetRevision ApS
26454867,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,,Registreret revisor FSR,,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,,Vejen,2017-01-01,2017-12-31,54000.0,,,2018-12-31,2018-01-01,false,2019-05-06,Kolding,,,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzczLzllLzg4LzVmZTEtNDg5Ny1hODk2LTJjZThiNGIwZjkyMA.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzI0L2EyLzEyLzE0ZGUtNGRmYS04NmVkLTA0N2I5Njg1YTMzYQ.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzY3L2JlLzJiLzAyYjUtNDg1ZC04YjZkLTFmMWEyNDZiMjIyMQ.xml,true,Danmark,DK,Kolding,6000.0,21-23,Peter Tofts Vej,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Peter Tofts Vej 21-23,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-06,2019-05-13,,Registreret revisor FSR,,30817222.0,26454867.0,mne12713,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Flemming FÃ¸ns Letrevision,,Vejen,2017-01-01,2017-12-31,6763.0,,,2018-12-31,2018-01-01,false,2019-05-06,Kolding,,,75363440.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:27140652,indberetninger-20180424,2.59279,26454867.0,AWq3LyS-RYGX6_YTHrnw,2019-05-14T16:32:14.881Z,2019-05-14T16:31:20.814Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-99-YL,2019-05-14T16:31:21.019Z,,,,,,,,,,,,,,,,,,,,,,,
