entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameOfAuditFirm
26454867,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,6000.0,Registreret revisor,367140.0,-51466.0,75367080.0,432453.0,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,5664.0,4946.0,Vejen,2013-01-01,2013-12-31,41795.0,58595.0,59313.0,2014-12-31,2014-01-01,2015-05-22,Kolding,4282.0,16800.0,75363440.0,Andre erklÃ¦ringer uden sikkerhed,362858.0,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,,Registreret revisor,,-51466.0,75367080.0,,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,,,Vejen,2013-01-01,2013-12-31,48300.0,,,2014-12-31,2014-01-01,2015-05-22,Kolding,,,75363440.0,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,,Registreret revisor,,-51466.0,75367080.0,,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,,,Vejen,2013-01-01,2013-12-31,-6505.0,,,2014-12-31,2014-01-01,2015-05-22,Kolding,,,75363440.0,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,,Registreret revisor,,-51466.0,75367080.0,,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,,,Vejen,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-22,Kolding,,,75363440.0,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,1520205.0,657868.0,125000.0,694414.0,888676.0,825791.0,1520205.0,631529.0,450000.0,450000.0,825791.0,131953.0,10000.0,825791.0,48300.0,480298.0,283378.0,181529.0,1276.0,36546.0,19277.0,7269.0,
26454867,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,16000.0,Registreret revisor,367140.0,-51466.0,75367080.0,424811.0,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,7055.0,3270.0,Vejen,2013-01-01,2013-12-31,-51466.0,-51466.0,-47681.0,2014-12-31,2014-01-01,2015-05-22,Kolding,10947.0,0.0,75363440.0,Andre erklÃ¦ringer uden sikkerhed,445545.0,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,,Registreret revisor,,-51466.0,75367080.0,,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,,,Vejen,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-22,Kolding,,,75363440.0,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,,,,,,,,,,,,,,,,,,,,,,,Letrevision ApS
26454867,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,,Registreret revisor,,-51466.0,75367080.0,,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,,,Vejen,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-22,Kolding,,,75363440.0,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,,Registreret revisor,,-51466.0,75367080.0,,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,,,Vejen,2013-01-01,2013-12-31,49900.0,,,2014-12-31,2014-01-01,2015-05-22,Kolding,,,75363440.0,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,,Registreret revisor,,-51466.0,75367080.0,,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,,,Vejen,2013-01-01,2013-12-31,-101366.0,,,2014-12-31,2014-01-01,2015-05-22,Kolding,,,75363440.0,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,,,,,,,,,,,,,,,,,,,,,,,
26454867,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM1L2U4LzllL2QyYzUtNDBjNS1iOTNiLWMyYWJjMjdiZjQ5OQ.xhtml,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzRhLzYwL2Q2LzdhMzUtNGRkOC05MjI5LTBhOWYwZjIzMWQ4Nw.pdf,http://regnskaber.virk.dk/76845462/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzVjLzIzL2JkLzYxYmEtNGYwNC1hYjE5LTQ4MTYwYzQyM2VkYQ.xml,Danmark,DK,Kolding,6000.0,25.0,Jernbanegade,Vejen,6600.0,3.0,SlÃ¥envej,6000 Kolding,Skovlundvej 32,Til den daglige ledelse i Musiker BÃ¸rsen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-22,2015-05-22,,Registreret revisor,,-51466.0,75367080.0,,30817222.0,26454867.0,1013581246.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming FÃ¸nss,Aage JÃ¸rgensen,Aage JÃ¸rgensen,MUSIKER-BÃRSEN ApS,Letrevision ApS Flemming FÃ¸nss,,,Vejen,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-22,Kolding,,,75363440.0,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5313844,indberetninger-20180424,2.5949402000000004,26454867.0,,2018-03-30T17:17:50.569Z,2015-05-27T10:05:01.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-09-YQ,2015-05-27T10:05:01.499Z,1428005.0,582004.0,125000.0,618214.0,787310.0,809791.0,1428005.0,640695.0,450000.0,450000.0,809791.0,134807.0,0.0,809791.0,49900.0,378932.0,283378.0,190695.0,5988.0,36210.0,30000.0,6210.0,
