entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfOtherFinanceIncome,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
35401164,2017-07-01,2018-06-30,c3,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",0.0,11853.0,-11853.0,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,243.0,4785.0,DragÃ¸r,2017-07-01,2018-06-30,-7311.0,-7311.0,-11853.0,2019-06-30,2018-07-01,0.0,false,0.0,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,,,,,,,,,,,,,,,,
35401164,2017-07-01,2018-06-30,c5,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",,,,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,,,DragÃ¸r,2017-07-01,2018-06-30,0.0,,,2019-06-30,2018-07-01,,false,,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,,,,,,,,,,,,,,,,
35401164,2017-07-01,2018-06-30,c7,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",,,,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,,,DragÃ¸r,2017-07-01,2018-06-30,-7311.0,,,2019-06-30,2018-07-01,,false,,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,,,,,,,,,,,,,,,,
35401164,2018-06-30,2018-06-30,c9,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",,,,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,,,DragÃ¸r,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,352085.0,352085.0,80000.0,352085.0,288911.0,352085.0,63174.0,0.0,208911.0,63174.0,56924.0,0.0,0.0,0.0,6250.0,
35401164,2018-07-01,2019-06-30,c0,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",0.0,15848.0,-15848.0,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,661.0,642.0,DragÃ¸r,2017-07-01,2018-06-30,-15867.0,-15867.0,-15848.0,2019-06-30,2018-07-01,0.0,false,0.0,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,,,,,,,,,,,,,,,,
35401164,2018-07-01,2019-06-30,c1,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",,,,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,,,DragÃ¸r,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,,,,,,,,,,,,,,,,Janne Vibeke Echmann Christensen
35401164,2018-07-01,2019-06-30,c2,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",,,,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,,,DragÃ¸r,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,,,,,,,,,,,,,,,,JÃ¸rgen Arne HÃ¸jer Christensen
35401164,2018-07-01,2019-06-30,c4,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",,,,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,,,DragÃ¸r,2017-07-01,2018-06-30,0.0,,,2019-06-30,2018-07-01,,false,,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,,,,,,,,,,,,,,,,
35401164,2018-07-01,2019-06-30,c6,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",,,,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,,,DragÃ¸r,2017-07-01,2018-06-30,-15867.0,,,2019-06-30,2018-07-01,,false,,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,,,,,,,,,,,,,,,,
35401164,2019-06-30,2019-06-30,c8,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVjLzk5L2UyL2I1N2UtNDA2ZC1hZDhlLTQyZTY3NzM0NDUxOQ.xhtml,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzAzL2I3Lzc0LzQ0YWEtNDBlNS1iZmRhLTcyZWRkNmVhODNlZQ.pdf,http://regnskaber.virk.dk/46110453/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2Y3LzQwL2E1LzQzNjEtNDk5ZC1iZDA4LTE5NzNjNTEyZTYzNA.xml,true,DragÃ¸r,2791.0,10.0,Drogdensvej,3480 Fredensborg,"SÃ¸krogen 6, SÃ¸rup",2.0,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-24,2019-11-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Heri indgÃ¥r koncernrenter med kr. 642</p>",,,,35401164.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Janne V. E. HÃ¸jer Christensen,JHC DRAGÃR HOLDING ApS,SÃ¸ren Cortsen,,,DragÃ¸r,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,,false,Ingen bistand,urn:ofk:oid:27980684,indberetninger-20180424,2.5949533,35401164.0,AW411332IXJRhhXBPLvI,2019-11-04T09:55:58.467Z,2019-11-04T09:55:44.518Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-64-FH,2019-11-04T09:55:44.797Z,279294.0,160449.0,80000.0,279294.0,273044.0,279294.0,6250.0,0.0,193044.0,6250.0,0.0,118845.0,118845.0,0.0,6250.0,
