entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,ExternalExpenses,FixturesFittingsToolsAndEquipment,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyPlantAndEquipment,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions
83879610,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,5537.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",29350.0,0.0,-29350.0,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,8593.0,Kgs. Lyngby,2014-01-01,2014-12-31,-26294.0,-26294.0,-34887.0,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,,,,,,,
83879610,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,0.0,,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,,Kgs. Lyngby,2014-01-01,2014-12-31,-26294.0,,,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,,,,,,,
83879610,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,0.0,,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,,Kgs. Lyngby,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,737662.0,737662.0,125000.0,737662.0,218558.0,737662.0,519104.0,519104.0,92644.0,914.0,519104.0
83879610,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,0.0,,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,,Kgs. Lyngby,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,218558.0,,,,,,
83879610,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,0.0,,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,,Kgs. Lyngby,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,218558.0,,,,,,
83879610,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",-11160.0,0.0,11160.0,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,5517.0,Kgs. Lyngby,2014-01-01,2014-12-31,16677.0,16677.0,11160.0,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,,,,,,,
83879610,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,0.0,,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,,Kgs. Lyngby,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,,,,,,,
83879610,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,0.0,,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,,Kgs. Lyngby,2014-01-01,2014-12-31,16677.0,,,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,,,,,,,
83879610,2015-01-01,2015-12-31,c9,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,0.0,,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,,Kgs. Lyngby,2014-01-01,2014-12-31,16677.0,,,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,,,,,,,
83879610,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzZjLzVkLzZjLzE1MzgtNDdlNy1hZTY5LTU5YjUwZjU3YWUzZA.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2JkLzI1L2Y3LzBiMTEtNDQ5OS1iMjhjLTQ0NTZjYWJmZjJkOQ.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzc2L2JlLzkwL2ViOTYtNDNkMi04YjEyLTEyZDY4NDc1OTViOQ.xml,true,Kgs.Lyngby,2800.0,35.0,Borgevej,2000  Frederiksberg,Dirch Passers Alle 76,Regnskabsklasse B,2016-05-02,2016-05-27,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,0.0,,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Berit Petersen,0.0,,Kgs. Lyngby,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,false,false,45932407.0,false,false,Ingen bistand,urn:ofk:oid:22506043,indberetninger-20180424,2.59279,83879610.0,,2018-03-29T09:43:06.663Z,2016-05-31T07:08:33.110Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-85-EZ,2016-05-31T07:08:33.345Z,,,,,218558.0,,,,,,
