entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions
83879610,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",6456.0,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,0.0,Skodsborg,2017-01-01,2017-12-31,6456.0,6456.0,6456.0,2018-12-31,2018-01-01,false,0.0,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,,,,,,,
83879610,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,,Skodsborg,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,,,,,,,
83879610,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,,Skodsborg,2017-01-01,2017-12-31,6456.0,,,2018-12-31,2018-01-01,false,,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,,,,,,,
83879610,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,,Skodsborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,263810.0,263810.0,125000.0,263810.0,252854.0,263810.0,10956.0,10956.0,126940.0,914.0,10956.0
83879610,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,,Skodsborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,126940.0,,,,,,
83879610,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,,Skodsborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,252854.0,,,,,,
83879610,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,,Skodsborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,125914.0,,,,,,
83879610,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",9543.0,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,0.0,Skodsborg,2017-01-01,2017-12-31,9543.0,9543.0,9543.0,2018-12-31,2018-01-01,false,0.0,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,,,,,,,
83879610,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,,Skodsborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,,,,,,,
83879610,2018-01-01,2018-12-31,c12,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzU0LzY1LzFkLzhkMzItNGY5Zi05NjBhLTdkMjI3OGIyNjNlNQ.xhtml,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzlmL2I1L2Y3L2UxZmEtNDczNC04NmM2LTYxNDVlOTIzN2M3Mw.pdf,http://regnskaber.virk.dk/01697838/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzE2L2U4L2E4LzQ5NGMtNDA5Ni05NzE0LTNlYjgxNWQyYWEyYw.xml,true,Skodsborg,2942.0,"12, 3 tv",Skodsborgparken,2000  Frederiksberg,Dirch Passers Alle 76,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-30,2019-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,83879610.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Baandrup,Ole Baandrup,ANPARTSSELSKABET AF 15. MARTS 1978,Charlotte Rolander,,Skodsborg,2017-01-01,2017-12-31,9543.0,,,2018-12-31,2018-01-01,false,,20913650.0,false,false,Ingen bistand,urn:ofk:oid:27195361,indberetninger-20180424,2.5955513,83879610.0,AWreqvBcRYGX6_YTH5sM,2019-05-22T08:32:34.478Z,2019-05-22T08:31:44.842Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-26-LX,2019-05-22T08:31:45.150Z,,,,,,,,,,,
