entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,ReserveForNetRevaluationOfInvestmentAssets,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
32098843,2013-10-01,2014-09-30,c10,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,4476.0,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32098843,2013-10-01,2014-09-30,c4,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,44270.0,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,39794.0,39794.0,143825.0,85087.0,58738.0,104031.0,14468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32098843,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,0.0,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32098843,2013-10-01,2014-09-30,c8,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,39794.0,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32098843,2014-09-30,2014-09-30,c12,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,,,,,,,,1994243.0,11.0,125000.0,4533.0,322798.0,1989710.0,1994243.0,1671445.0,606789.0,606789.0,1989710.0,1911.0,2611.0,1989710.0,39794.0,158004.0,751227.0,1911.0,1064656.0,284936.0,2611.0,18493.0,10000.0,,,,
32098843,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,1887.0,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,39794.0,39794.0,84504.0,81917.0,2587.0,44710.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32098843,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25900405.0,REVISIONSFIRMAET KJELDGAARD OG THULSTRUP ApS,,
32098843,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Poulsen,DirktÃ¸r
32098843,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Erik Arnholt Hundrup,DirektÃ¸r
32098843,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzI0LzkwLzMxLzQ3OGUtNGM1NC05NTBjLWY2ZjM4NjdkZWFjMg.xhtml,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzcxL2VhLzk1LzAwNDUtNDBjNy1iOGZmLTAyMTU0ZWE4MWQxYg.pdf,http://regnskaber.virk.dk/34889023/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzVkLzc4L2UzLzc4NmUtNGE0My05Mzc0LTBkOTQwOWRkZWZmMQ.xml,Danmark,DK,Storvorde,3.0,Aalborgvej,Aars,9600.0,22.0,SÃ¸ndergade,Aalborg,9000.0,7.0,Frydendalsvej,9280  Storvorde,Aalborgvej 3,Til kapitalejerne i Christiansminde Ejendomme ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-01-28,2016-02-08,Registreret revisor,32098843.0,1008283253.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Tommy Thulstrup,JÃ¸rgen Poulsen,Andelskassen,CHRISTIANSMINDE EJENDOMME ApS,Tommy Thulstrup,Aalborg,2013-10-01,2014-09-30,0.0,2015-09-30,2014-10-01,2016-02-04,Mou,Direktionen anser betingelserne for fortsat at undlade revision for opfyldt.,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22030244,indberetninger-20180424,2.595548,32098843.0,,2018-03-28T22:33:23.353Z,2016-02-26T12:24:59.158Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-70-DD,2016-02-26T12:24:59.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
