entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnSpecificPrerequisitesRegardingTaxAssets,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsOfTaxExpense,AdministrativeExpenses,AverageNumberOfEmployees,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,CurrentTaxExpense,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DistributionCosts,EquityRatio,GrossProfitLoss,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,NetIncreaseDecreaseInCashAndCashEquivalents,OtherFinanceExpenses,OtherFinanceIncome,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ReturnOnEquity,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,InvestmentInPropertyPlantAndEquipment,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio
79082317,2016-01-01,2016-01-01,c302,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,9255203.0,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,7869494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2016-01-01,2016-12-31,c687,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,7869494.0,-13548.0,2250079.0,2386633.0,8.0,-288254.0,7015622.0,2263627.0,3025665.0,-4731191.0,382011.0,6352150.0,76.5,18626215.0,-1780436.0,6727368.0,40381.0,272522.0,0.0,10119573.0,9887432.0,-288254.0,25.3,2250079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,15982571.0,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,45726726.0,15982571.0,500000.0,57142.0,70340.0,34994727.0,600141.0,91380.0,45726726.0,10731999.0,122534.0,814055.0,122534.0,2357173.0,5951.0,691521.0,34494727.0,10731999.0,0.0,28930100.0,10259203.0,863627.0,7511199.0,18537464.0,,,,,,,,,,,,,
79082317,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34494725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2017-01-01,2017-01-01,c301,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,15982571.0,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082317,2017-01-01,2017-01-01,c456,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999699.0,1599840.0,,,,,,,,,,,
79082317,2017-01-01,2017-01-01,c462,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186683.0,1278063.0,,,,,,,,,,,
79082317,2017-01-01,2017-01-01,c579,,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2RhL2ZkLzMzLzBlOTgtNDlhNi1hNGJkLTVhYzEwNGIxOTE3ZA.pdf,http://regnskaber.virk.dk/71328097/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg0L2Q5LzNlL2IwYmYtNDdkYi1iZTliLTBkYTVjMjc5OTA2ZQ.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,12.0,Store Torv,KÃ¸benhavn K,1022.0,"30, 3",Dr. TvÃ¦rgade,8000 Aarhus C,TrindsÃ¸vej 7C,DK-7400 Herning,Birk Centerpark 30,,"Regnskabsklasse C, mellemstor virksomhed",2018-06-11,1985-09-23,2018-06-11,Statsautoriseret revisor,7196.0,post@plumrose.dk,86 28 38 70,www.plumrose.dk,20222670.0,79082317.0,20222670.0,mne23302,"Skatteaktivet er indregnet pÃ¥ baggrund af forventningerne til de nÃ¦ste par Ã¥rs positive skat-temÃ¦ssige overskud, hvorved de skattemÃ¦ssige underskud fuldt ud forventes at blive udnyttet. Vurderingerne bygger pÃ¥ baggrund af virksomhedens budgetter for de kommende to Ã¥r og fremskrivninger for de efterfÃ¸lgende to Ã¥r. Budgetterne er udarbejdet i overensstemmelse med virksomhedens normale budgetprocedure.",Ãrsrapport,Steen Pedersen,Axel Knau,Sydbank A/S,Lowzow og Monberg,ZMI A/S,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-06-11,Herning,86 28 64 00,Formand,urn:ofk:oid:25824929,indberetninger-20180424,2.5124211,79082317.0,AWP-JFfB0wkEsASktvU5,2018-06-14T11:53:38.262Z,2018-06-14T11:53:03.480Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-98-LN,2018-06-14T11:53:03.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122534.0,,,,,,,,,,
