entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,ValueAdjustmentsOfEquity,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermInvestmentsInGroupEnterprises,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables
14459146,2012-01-01,2012-01-01,c723,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
14459146,2012-01-01,2012-01-01,c741,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,1735652.0,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
14459146,2012-01-01,2012-01-01,c744,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,90000.0,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
14459146,2012-01-01,2012-12-31,c109,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,80000.0,,,,,,,,,,,,,,,,,,,,,,,,
14459146,2012-01-01,2012-12-31,c123,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,50608.0,,,,,,,,,,,,,,,,,,,,,,,,
14459146,2012-01-01,2012-12-31,c3,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,130608.0,-36114.0,0.0,212441.0,176327.0,-36114.0,45719.0,,,,,,,,,,,,,,,,,,
14459146,2012-01-01,2012-12-31,c742,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,50608.0,,,,,,,,,,,,,,,,,,,,,,,,
14459146,2012-01-01,2012-12-31,c745,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,,,,,,,,80000.0,-90000.0,,,,,,,,,,,,,,,,
14459146,2012-12-31,2012-12-31,c4,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,1991260.0,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,,,,,,,,,,2006151.0,22479.0,125000.0,2006151.0,102553.0,2006151.0,14891.0,14891.0,80000.0,1786260.0,0.0,1878788.0,1878788.0,14891.0,104884.0,2331.0
14459146,2012-12-31,2012-12-31,c722,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8vcGRmcy8xNDQ1OTE0NjtBcFMxOTMyMTM7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/64195441/Y3ZyLmRrOi8veGJybHMvWC0yRTkyNkE5Qi0yMDE0MDUyMF8xMjM3MDZfNzg5.xml,Klarup,9270.0,6.0,HornbÃ¦kvej,"8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-14,2014-05-14,2014-05-14,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,14459146.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Karl Ballisager ApS.,Ãrsrapport,Karl Ballisager,Anders Karl Ballisager,Danske Bank,Karl Ballisager ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:10870701,indberetninger-20180424,2.5124211,14459146.0,,2018-03-31T22:30:59.385Z,2014-05-20T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-14.480,2014-05-20T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
