entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTradePayables
30556550,2016-01-01,2016-01-01,c704,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,125000.0,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,,,,,,,,,,,,,,,,,,,,,
30556550,2016-01-01,2016-01-01,c710,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,6250.0,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,,,,,,,,,,,,,,,,,,,,,
30556550,2016-01-01,2016-01-01,c725,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,-40646.0,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,,,,,,,,,,,,,,,,,,,,,
30556550,2016-01-01,2016-12-31,c120,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,-2351.0,,,,,,,,,,,,,,,,,,,,
30556550,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,-2351.0,-1250.0,1578.0,477.0,1578.0,-2351.0,-1250.0,,,,,,,,,,,,,,
30556550,2016-01-01,2016-12-31,c726,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,-2351.0,,,,,,,,,,,,,,,,,,,,
30556550,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,88253.0,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,,,,,,,,123665.0,74655.0,125000.0,123665.0,123665.0,35412.0,13363.0,49010.0,-42997.0,6250.0,35412.0,17049.0,49010.0,5000.0
30556550,2016-12-31,2016-12-31,c706,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,125000.0,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,,,,,,,,,,,,,,,,,,,,,
30556550,2016-12-31,2016-12-31,c712,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,6250.0,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,,,,,,,,,,,,,,,,,,,,,
30556550,2016-12-31,2016-12-31,c727,,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzI4L2YwL2I3L2EyNzctNDIyZi1iMzQxLTMwNDEzMWU2ZGNmOQ.pdf,http://regnskaber.virk.dk/05565503/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzU5L2E2LzYyLzZlMDUtNDg0OC1hNTY1LTk3ODM4ZDVmYzMwZA.xml,Danmark,Fjerritslev,9690.0,3.0,Borups AllÃ©,Fjerritslev,9690.0,4.0,Fyrrestien,"9690, Fjerritslev","Borups AllÃ©, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-24,2018-05-24,2018-06-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,Fjerritslev@brandtrevision.dk,-42997.0,25492145.0,30556550.0,25492145.0,mne9515,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for GAO Thorupstrand Holding ApS.,Ãrsrapport,Jens Kristian Yde,Gert August Olsen,Gert August Olsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",GAO Thorupstrand Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fjerritslev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2017-12-31,2017-01-01,2018-05-24,Fjerritslev,96 50 02 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25727772,indberetninger-20180424,2.5118417999999996,30556550.0,AWPT4tNt0wkEsASktdEg,2018-06-06T06:57:46.336Z,2018-06-06T06:57:26.184Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-21-KR,2018-06-06T06:57:26.378Z,,,,,,,,,,,,,,,,,,,,,
