entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
32356931,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-5500.0,Vejle,2016-01-01,2016-12-31,0.0,0.0,-5500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,0.0,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,,,,,,,,,,,,,,
32356931,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,1.0,125000.0,-7499.0,1.0,7500.0,1.0,1.0,1.0,7500.0,-132499.0,7500.0,,,
32356931,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,,,125000.0,,,,,,,,,,,
32356931,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,,,-132499.0,,,,,,,,,,,
32356931,2017-01-01,2017-01-01,c564,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,,,,,,,,,,,,1.0,,
32356931,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-6188.0,Vejle,2016-01-01,2016-12-31,0.0,0.0,-6188.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,0.0,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
32356931,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
32356931,2017-01-01,2017-12-31,c637,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,,,,,,,,,,,,,,
32356931,2017-12-31,2017-12-31,c171,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,1.0,125000.0,-7499.0,1.0,7500.0,1.0,1.0,1.0,7500.0,-132499.0,7500.0,,,
32356931,2017-12-31,2017-12-31,c228,,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJmLzAyLzZhLzBhMGYtNGJhZC1iYTM3LTUxMjNlZjI0YTA0NQ.pdf,http://regnskaber.virk.dk/13965323/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzM1LzcwLzkwLzY3ZWUtNGI2Zi1iYTk4LTA1OGNmMGM1ZjM5ZA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Stejlbjergvej 10,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i LDJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-05-22,2009-08-04,2018-05-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for eventuelle kildeskatter sÃ¥som udbytteskat mv.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,20222670.0,32356931.0,20222670.0,mne36183,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for LDJ Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristian Frost Vingum,Leif Dambo Jensen,Leif Dambo Jensen,LDJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-12-31,2017-01-01,true,2018-05-22,Vejle,,urn:ofk:oid:25728843,indberetninger-20180424,2.5118417999999996,32356931.0,AWPUG-fk0wkEsASktdQg,2018-06-06T08:00:10.191Z,2018-06-06T07:59:46.650Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-22-EG,2018-06-06T07:59:46.810Z,,,125000.0,,,,,,,,,,,
