entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
35821260,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,-24547.0,0.0,34783.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,34783.0,Statsautoriseret revisor,-112567.0,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,11.0,KÃ¸benhavn K,2017-01-01,2017-12-31,-122814.0,-147361.0,-147350.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,-24547.0,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
35821260,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,,,34783.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,,Statsautoriseret revisor,,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,,KÃ¸benhavn K,2017-01-01,2017-12-31,-122814.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
35821260,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,,,34783.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,,Statsautoriseret revisor,,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,,KÃ¸benhavn K,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,139132.0,303780.0,5562.0,102041.0,0.0,251642.0,139132.0,303780.0,21530.0,139132.0,6772.0,30608.0,30608.0,149601.0,21530.0,1000.0,289.0,159086.0,152285.0,29.0,0.0,20241.0,,,,,
35821260,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,,,34783.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,,Statsautoriseret revisor,,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,,KÃ¸benhavn K,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,102041.0,,,,,,,,,,,,,,,,,,,,,
35821260,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,,,34783.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,,Statsautoriseret revisor,,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,,KÃ¸benhavn K,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,149602.0,,,,,,,,,,,,,,,,,,,,,
35821260,2018-01-01,2018-01-01,c310,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,,,34783.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,,Statsautoriseret revisor,,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,,KÃ¸benhavn K,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,,,,,,,,,,,,,,,,,,34783.0,173915.0,,,
35821260,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,-3564.0,-52506.0,34783.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,34783.0,Statsautoriseret revisor,-16716.0,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,2.0,KÃ¸benhavn K,2017-01-01,2017-12-31,4569.0,-51501.0,-51499.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,-56070.0,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,
35821260,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,,,34783.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,,Statsautoriseret revisor,,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,,KÃ¸benhavn K,2017-01-01,2017-12-31,4569.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
35821260,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,,,34783.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,,Statsautoriseret revisor,,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,,KÃ¸benhavn K,2017-01-01,2017-12-31,4569.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
35821260,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzRhL2Y4L2NjLzU3YzAtNDEyMi05YjZiLTc0Njc4ZjgzZDMzMg.pdf,http://regnskaber.virk.dk/06212853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzRmLzJlLzJhLzYxZTEtNGM2ZS1iNjE3LWM3ZmFiOTg2MTU0ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,1112 KÃ¸benhavn K,PilestrÃ¦de 43,1112 KÃ¸benhavn K,PilestrÃ¦de 43,Til kapitalejerne i Machineers ApS,,,34783.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-07,2014-03-20,2019-06-07,,Statsautoriseret revisor,,20222670.0,35821260.0,35821260.0,mne2272,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Machineers ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Lars Peter Henriksen,Henrike Lode,Machineers ApS,Machineers ApS,,KÃ¸benhavn K,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2018-12-31,2018-01-01,false,2019-06-07,Kolding,,urn:ofk:oid:27539331,indberetninger-20180424,2.5097342,35821260.0,AWtuQ5lpjptzAuyFimhr,2019-06-19T05:44:19.769Z,2019-06-19T05:44:11.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-62-TV,2019-06-19T05:44:11.860Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
