entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,EquityTransfersToReserves,RevaluationsOfInvestmentsOfTheYear
26747600,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,6187.0,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,-111.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,-6144.0,-6298.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,-154.0,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,,,,,,,,,,,,,,,,,,,
26747600,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,-5586.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,,,,,,,,,,,,,,,,,,,
26747600,2017-01-01,2017-12-31,c216,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,-558.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,,,,,,,,,,,,,,,,,,,
26747600,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,152437.0,82.0,125000.0,-139968.0,152437.0,292405.0,152355.0,0.0,152355.0,152355.0,-264968.0,292405.0,35627.0,0.0,0.0,4300.0,,,,,,
26747600,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,125000.0,,,,,,,,,,,,,,,,,,
26747600,2018-01-01,2018-01-01,c234,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,0.0,,,,,,,,,,,,,,,,,,
26747600,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,-264968.0,,,,,,,,,,,,,,,,,,
26747600,2018-01-01,2018-01-01,c572,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,,,,,,,,,,,,,,-62500.0,62500.0,,,,
26747600,2018-01-01,2018-01-01,c584,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,,,,,,,,,,,,,,-127576.0,279931.0,,,,
26747600,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzA1LzEyLzgwLzNjL2NiMGYtNGFjZi05MTEwLWU4YjdiZDRjNzc3MQ.pdf,http://regnskaber.virk.dk/00674762/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2IxLzNmL2I2LzdjYzQtNDFiOS05MjI2LTM4NzgxMjNiOThlNA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,Vejle,7100.0,6.0,Flegborg,7120 Vejle Ãst,Stejlbjergvej 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i Jesper T. Andersen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-27,2002-08-21,2019-06-03,Statsautoriseret revisor,Selskabet har et uudnyttet skatteaktiv pÃ¥ 29 tkr. som ikke er indregnet i balancen.,5781.0,20222670.0,26747600.0,20222670.0,mne31481,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jesper T. Andersen Holding ApS.,944.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Jesper Thierry Andersen,Jesper Thierry Andersen,Handelsbanken,Jesper T. Andersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Vejle,2017-01-01,2017-12-31,-4602.0,-4837.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-27,Vejle,-235.0,urn:ofk:oid:27406552,indberetninger-20180424,2.5124211,26747600.0,AWsi1eYIRYGX6_YTIbGS,2019-06-04T14:13:04.728Z,2019-06-04T14:12:51.195Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-52-SM,2019-06-04T14:12:51.392Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,
