entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,AuditorsReportsAccordingToOtherLegislationAndRegulation,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExternalExpenses,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IndependentAuditorsReportsAudit,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
54373813,2014-07-01,2015-06-30,c6,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,292915.0,Registreret revisor,2711412.0,1343077.0,56630180.0,3117346.0,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,129092.0,2636.0,KÃ¸ge,2014-07-01,2015-06-30,-19715.0,-13437.0,113019.0,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,6278.0,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54373813,2014-07-01,2015-06-30,c8,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,,Registreret revisor,,,56630180.0,,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,,,KÃ¸ge,2014-07-01,2015-06-30,-19715.0,,,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54373813,2015-06-30,2015-06-30,c10,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,,Registreret revisor,,,56630180.0,,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,,,KÃ¸ge,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,5336707.0,19586.0,500000.0,4573225.0,127394.0,32895.0,609412.0,682015.0,2904930.0,81467.0,5336707.0,4727295.0,2548626.0,2548626.0,2904930.0,763482.0,669410.0,763482.0,109412.0,250000.0,2178669.0,240000.0,1648709.0,1019259.0,1488420.0,,,,,
54373813,2015-07-01,2015-07-01,c11,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,,Registreret revisor,,,56630180.0,,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,,,KÃ¸ge,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,
54373813,2015-07-01,2015-07-01,c12,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,,Registreret revisor,,,56630180.0,,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,,,KÃ¸ge,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,109412.0,,,,,,,,,,,,,,,,,,,,,,,
54373813,2015-07-01,2015-07-01,c13,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,,Registreret revisor,,,56630180.0,,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,,,KÃ¸ge,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
54373813,2015-07-01,2015-07-01,c14,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,,Registreret revisor,,,56630180.0,,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,,,KÃ¸ge,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,609412.0,,,,,,,,,,,,,,,,,,,,,,,
54373813,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,280072.0,Registreret revisor,2480284.0,1320984.0,56630180.0,2646326.0,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,119418.0,1874.0,KÃ¸ge,2014-07-01,2015-06-30,-191438.0,-231574.0,-114030.0,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,-40136.0,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
54373813,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,,Registreret revisor,,,56630180.0,,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,,,KÃ¸ge,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,,,,,,,,,,,,,,,,,,,,,14569391.0,REGISTRERET REVISIONSANPARTSSELSKAB DM REVISION,,
54373813,2015-07-01,2016-06-30,c15,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzg4L2ZkLzZhLzQyMWQtNDhlYi04NTEyLTExZDhiMTA5ZGI3Yg.xhtml,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzLzFmL2I2LzdlLzRlL2RmY2YtNDBmZi04ZGIyLTc1ZDViMGI3OWQyZg.pdf,http://regnskaber.virk.dk/31837345/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzhkL2RmLzcxLzVhNjUtNGIzNC05MDM3LTI3MjgwNzQ4YzcxMw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,4600 KÃ¸ge,KÃ¸ge,4600.0,21.0,VÃ¦rkstedsvej,4682 Tureby,Ulstrupvej 10,Til kapitalejerne i Nina Nielsen A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,ErklÃ¦ringer i henhold til anden lovgivning og Ã¸vrig regulering,Regnskabsklasse B,2016-09-28,2016-09-28,,Registreret revisor,,,56630180.0,,54373813.0,1000765485.0,Den uafhÃ¦ngige revisors erklÃ¦ringer,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,SÃ¸ren Nielsen,Lars Nielsen,Handelsbanken,NINA NIELSEN A/S,DM Revision ApS,,,KÃ¸ge,2014-07-01,2015-06-30,0.0,,,2016-06-30,2015-07-01,true,false,2016-09-28,Tureby,,56630037.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23014915,indberetninger-20180424,2.5948243,54373813,,2018-03-28T22:15:20.496Z,2016-09-30T11:59:13.464Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-54-HL,2016-09-30T11:59:13.923Z,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
