entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,InvestmentsGross
32263585,2013-10-01,2013-10-01,c450,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,125000.0,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263585,2013-10-01,2013-10-01,c474,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,522000.0,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263585,2013-10-01,2013-10-01,c477,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,48000.0,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263585,2013-10-01,2014-09-30,c109,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263585,2013-10-01,2014-09-30,c123,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263585,2013-10-01,2014-09-30,c3,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,46000.0,-6000.0,36000.0,16000.0,46000.0,-6000.0,0.0,,,,,,,,,,,,,,,,,,,,,
32263585,2013-10-01,2014-09-30,c475,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263585,2013-10-01,2014-09-30,c478,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,,,,,,,,30000.0,48000.0,,,,,,,,,,,,,,,,,,,
32263585,2014-09-30,2014-09-30,c4,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,693000.0,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,,,,,,,,,,700000.0,4000.0,125000.0,70000.0,700000.0,7000.0,630000.0,630000.0,630000.0,51000.0,7000.0,15000.0,30000.0,538000.0,51000.0,7000.0,15000.0,0.0,
32263585,2014-09-30,2014-09-30,c452,,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzJlLzMzL2RkY2MtNGQzMS1hMzJmLTkyMGJhNDJkZWEyMg.pdf,http://regnskaber.virk.dk/58536223/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2NiL2Q4LzZjLzAyNjgtNDg4Zi1hNDk0LTRhY2I3ZmY5MjYyMQ.xml,Aalborg,9000.0,Bjerregaard,c/o Preben,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-01-25,2016-01-25,2016-01-25,125000.0,32263585.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for SB 2009 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sanne Bjerregaard,Sanne Bjerregaard,Danske Bank,SB 2009 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-01-25,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924982,indberetninger-20180424,2.5095582000000003,32263585.0,,2018-03-28T17:16:45.372Z,2016-01-26T10:50:51.949Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AP-12-TF,2016-01-26T10:50:52.060Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
