entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForLoansAndCollaterals,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,DividendPaid
31177030,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,87922.0,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,174.0,14746.0,Farum,2016-01-01,2016-12-31,79372.0,102494.0,87922.0,2017-12-31,2017-01-01,23122.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,,,,,,,,,,,,
31177030,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,100000.0,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,,,,,,,,,,,,
31177030,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,12811.0,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,,,,,,,,,,,,
31177030,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,-33439.0,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,,,,,,,,,,,,
31177030,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,830036.0,762635.0,125000.0,830036.0,780410.0,830036.0,49626.0,44330.0,100000.0,67401.0,488009.0,49626.0,67401.0,67401.0,5296.0,
31177030,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,125000.0,,,,,,,,,,,
31177030,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,67401.0,,,,,,,,,,,
31177030,2017-01-01,2017-01-01,c13,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,488009.0,,,,,,,,,,,
31177030,2017-01-01,2017-01-01,c14,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,100000.0,,,,,,,,,,,
31177030,2017-01-01,2017-01-01,c15,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzQ0LzYwLzhlLzg4ZDMtNGM3Mi1hYzNiLTgwMjgwNGIwM2I3Mg.xhtml,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2JmLzk1LzVmL2YyYzAtNDAzMC04NTZlLTM3NjYwMDYxOWNhMA.pdf,http://regnskaber.virk.dk/03077113/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU4LzVmL2VkL2EwMjUtNGMzMC1iNGI4LWQxYmQ4YzVhYTFhNA.xml,true,Farum,3520.0,26.0,FuglevÃ¦nget,2880 BagsvÃ¦rd,Stenten 12,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,2018-05-24,,31177030.0,Ãrsrapport,SÃ¸ren Hansen,SÃ¸ren Hansen,DARUMA ApS,Ole Wanting,,,Farum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25533276,indberetninger-20180424,2.59278,31177030.0,AWOSz3u8x8uVRSOdgzDB,2018-05-24T15:41:02.515Z,2018-05-24T15:41:00.490Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-28-VR,2018-05-24T15:41:00.854Z,,,,,780410.0,,,,,,,,,,,
