entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,Dividend,DividendPaid
72437713,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,10876.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",1022437.0,1478246.0,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",0.0,29390.0,Slagelse,2015-07-01,2016-06-30,371649.0,474323.0,444933.0,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,102674.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2015-07-01,2016-06-30,350000.0,,,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2015-07-01,2016-06-30,21649.0,,,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2016-06-30,2016-06-30,c9,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,1420527.0,804393.0,200000.0,1182341.0,600101.0,22057.0,361965.0,1420527.0,820426.0,216129.0,361965.0,238186.0,216129.0,391453.0,22057.0,350000.0,50101.0,820426.0,39628.0,15983.0,102674.0,286671.0,15983.0,,
72437713,2016-07-01,2016-07-01,c10,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,200000.0,,,,,,,,,,,,,,,,,,,,
72437713,2016-07-01,2016-07-01,c11,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,50101.0,,,,,,,,,,,,,,,,,,,,
72437713,2016-07-01,2016-07-01,c12,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,350000.0,,,,,,,,,,,,,,,,,,,,
72437713,2016-07-01,2016-07-01,c13,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,600101.0,,,,,,,,,,,,,,,,,,,,
72437713,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,51281.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",1051980.0,1322042.0,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",22985.0,29800.0,Slagelse,2015-07-01,2016-06-30,184544.0,225596.0,218781.0,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,41052.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,,,,,,,,,,,,,,,,,,,,0.0,350000.0
72437713,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzFhLzM4L2NkLzkxYzMtNGQ4NS04M2MwLWE2MzcxMzMwMmRkOQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzQ3LzVmLzU0L2RlMGItNGU3Zi05OTQ5LWY4YmU2MzU3Y2EwMQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzFkLzAzL2Y5LzkyYWQtNDgxOC04MTYwLWUzMmE5ZTNhMWNhMA.xml,true,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-09-06,2017-10-10,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,72437713.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Claus W. Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,true,false,2017-09-06,Slagelse,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24581434,indberetninger-20180424,2.59278,72437713.0,,2018-03-27T11:40:53.669Z,2017-10-10T11:52:42.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AU-70-XZ,2017-10-10T11:52:42.835Z,,,,,,,,,,,,,,,,,,,,,,,,,
