entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
72437713,2016-07-01,2017-06-30,ID_10,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,-84544.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2016-07-01,2017-06-30,ID_12,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,184544.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,51281.0,1051980.0,22985.0,1322042.0,225596.0,218781.0,0.0,41052.0,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2017-06-30,2017-06-30,ID_6,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,,,,,,,,,1542726.0,739198.0,200000.0,1092827.0,434645.0,220776.0,350239.0,1542726.0,1108081.0,229123.0,350239.0,449899.0,229123.0,368879.0,0.0,220776.0,100000.0,134645.0,1108081.0,315287.0,3390.0,41052.0,382863.0,3390.0,
72437713,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,222467.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,55185.0,945556.0,23417.0,1303699.0,286905.0,302958.0,464.0,64438.0,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2017-07-01,2018-06-30,ID_11,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2017-07-01,2018-06-30,ID_13,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,-122467.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72437713,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2Y1LzlhL2RhLzcwYjAtNDJjMy1iZjYzLWIxNjFhNzE0NTRiOQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzc2L2UzLzI4LzYzOTUtNDliNC1iZDI1LTljOWU0N2UxNjIyZA.xml,true,"4200, Slagelse",Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-09-03,2018-09-03,1983-06-29,2018-09-21,21696382.0,72437713.0,21696382.0,mne3003,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ole Clausen, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim WÃ¸ldike,Claus W. Rasmussen,"DALSGAARD, STAHL & WÃLDIKE","Ole Clausen, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret Revisionsanpartsselskab",Slagelse,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0330, Slagelse",2018-06-30,2017-07-01,false,2018-09-03,Slagelse,58520139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26131047,indberetninger-20180424,2.5124211,72437713.0,AWX7S83p5OzuYdPkEtlZ,2018-09-21T08:43:25.783Z,2018-09-21T08:42:49.856Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-63-XG,2018-09-21T08:42:49.996Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
