entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
72437713,2013-07-01,2014-06-30,c3,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,8678.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",1004225.0,1346211.0,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",1183.0,24991.0,Slagelse,2013-07-01,2014-06-30,271048.0,357116.0,333308.0,2015-06-30,2014-07-01,2015-10-07,Slagelse,86068.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,,,,,,,,,,,,,,,,,,,,,,,
72437713,2013-07-01,2014-06-30,c5,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2013-07-01,2014-06-30,250000.0,,,2015-06-30,2014-07-01,2015-10-07,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,,,,,,,,,,,,,,,,,,,,,,,
72437713,2013-07-01,2014-06-30,c7,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2013-07-01,2014-06-30,21048.0,,,2015-06-30,2014-07-01,2015-10-07,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,,,,,,,,,,,,,,,,,,,,,,,
72437713,2014-06-30,2014-06-30,c9,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,2015-10-07,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,1213755.0,368966.0,200000.0,926452.0,493484.0,25851.0,336052.0,1213755.0,720271.0,261452.0,336052.0,287303.0,261452.0,343766.0,25851.0,250000.0,43484.0,720271.0,221434.0,204911.0,86068.0,290437.0,16523.0
72437713,2014-07-01,2015-06-30,c0,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,8985.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",984072.0,1424210.0,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",0.0,16474.0,Slagelse,2013-07-01,2014-06-30,334968.0,447627.0,431153.0,2015-06-30,2014-07-01,2015-10-07,Slagelse,112659.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,,,,,,,,,,,,,,,,,,,,,,,
72437713,2014-07-01,2015-06-30,c1,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,2015-10-07,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,,,,,,,,,,,,,,,,,,,,,,,
72437713,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,2015-10-07,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,,,,,,,,,,,,,,,,,,,,,,,
72437713,2014-07-01,2015-06-30,c4,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2013-07-01,2014-06-30,350000.0,,,2015-06-30,2014-07-01,2015-10-07,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,,,,,,,,,,,,,,,,,,,,,,,
72437713,2014-07-01,2015-06-30,c6,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2013-07-01,2014-06-30,-15032.0,,,2015-06-30,2014-07-01,2015-10-07,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,,,,,,,,,,,,,,,,,,,,,,,
72437713,2015-06-30,2015-06-30,c8,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2I2Lzk1L2M2LzNlY2UtNGM5YS1iZjk3LWFlOTU0NGM1MmI1ZQ.xhtml,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2QxL2RhLzRlLzM5YjMtNDVhNS1iZDg2LWI4OGQ2ZjllNmY3NQ.pdf,http://regnskaber.virk.dk/31773427/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzc1LzkyLzMxLzZhZTgtNDJiMi1iZjljLWY1YmQ2YTUzMjVjZg.xml,Slagelse,4200.0,5.0,RÃ¥dhuspladsen,4200 Slagelse,Nytorv 8,"Til den daglige ledelse i Ole Clausen, Slagelse ApS",Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-10-07,2015-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,72437713.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim WÃ¸ldike,Claus Rasmussen,Claus Walther Rasmussen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",OLE CLAUSEN. SLAGELSE. ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,Slagelse,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,2015-10-07,Slagelse,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21620717,indberetninger-20180424,2.5955422,72437713.0,,2018-03-30T13:23:17.385Z,2015-11-13T17:29:01.998Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-22-PX,2015-11-13T17:29:02.212Z,1413233.0,398627.0,200000.0,1178763.0,578452.0,17173.0,341250.0,1413233.0,834781.0,217297.0,341250.0,234470.0,217297.0,380559.0,17173.0,350000.0,28452.0,834781.0,438886.0,416545.0,112659.0,341563.0,22341.0
