entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
33572204,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,0.0,10.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,154374.0,10500.0,Statsautoriseret revisor,3073214.0,2826319.0,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,48851.0,54862.0,23091.0,Skibby,120154.0,2017-01-01,2017-12-31,-433040.0,-433040.0,-401269.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,106112.0,0.0,2798097.0,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33572204,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,,10500.0,Statsautoriseret revisor,,,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skibby,,2017-01-01,2017-12-31,-433040.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,,,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33572204,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,,10500.0,Statsautoriseret revisor,,,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skibby,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,,,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,1106946.0,50803.0,85000.0,0.0,18032.0,-43517.0,997500.0,1106946.0,1150463.0,849038.0,828038.0,997500.0,21000.0,5333.0,997500.0,-128517.0,1072.0,301425.0,24793.0,58643.0,7000.0,50000.0,28278.0,,,,
33572204,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,,10500.0,Statsautoriseret revisor,,,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skibby,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,,,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,85000.0,,,,,,,,,,,,,,,,,,,,,
33572204,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,,10500.0,Statsautoriseret revisor,,,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skibby,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,,,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,-128517.0,,,,,,,,,,,,,,,,,,,,,
33572204,2018-01-01,2018-01-01,c522,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,,10500.0,Statsautoriseret revisor,,,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skibby,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,,,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,,,,,,,,,,,,,,,,,,,52500.0,1050000.0,,
33572204,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,-91520.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,10500.0,10500.0,Statsautoriseret revisor,0.0,-51346.0,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,35345.0,0.0,Skibby,0.0,2017-01-01,2017-12-31,-5671.0,-97191.0,-61846.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,0.0,-91520.0,0.0,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
33572204,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,,10500.0,Statsautoriseret revisor,,,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skibby,,2017-01-01,2017-12-31,-5671.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,,,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33572204,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,,10500.0,Statsautoriseret revisor,,,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skibby,,2017-01-01,2017-12-31,-5671.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,,,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33572204,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2M1Lzk1LzBkL2FlNGQtNGRmMC05MTJjLWM0OGUzNDVkOTdhOQ.pdf,http://regnskaber.virk.dk/40227533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzY4LzhjLzU5LzUwNWQtNGU3Ny05Yzc3LTM4YzQ5ZGYzMWQ0Mg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn V,1550.0,5.0,Regnbuepladsen,4050 Skibby,TranevÃ¦nget 35,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Kaki Distribution ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-15,2011-03-01,2019-05-15,,10500.0,Statsautoriseret revisor,,,20222670.0,33572204.0,20222670.0,mne27740,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Kaki Distribution ApS.,Ãrsrapport,757025.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Frost Jensen,Kirsten Deleuran Rosted,Kirsten Deleuran Rosted,Spar Nord Bank A/S,Kaki Distribution ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skibby,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,,,urn:ofk:oid:27186766,indberetninger-20180424,2.5097417999999996,33572204.0,AWraQHdTRYGX6_YTH3yn,2019-05-21T11:57:01.330Z,2019-05-21T11:56:58.432Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-50-FL,2019-05-21T11:56:58.632Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
