entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
37956597,2015-07-01,2015-07-01,c720,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,100000.0,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37956597,2015-07-01,2015-07-01,c741,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,3973706.0,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37956597,2015-07-01,2015-07-01,c744,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,99800.0,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37956597,2015-07-01,2016-06-30,c109,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,101200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37956597,2015-07-01,2016-06-30,c123,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,-117035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37956597,2015-07-01,2016-06-30,c3,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,-15835.0,1.0,-18949.0,18949.0,125.0,5.0,-19069.0,-18949.0,-3234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37956597,2015-07-01,2016-06-30,c742,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,-117035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37956597,2015-07-01,2016-06-30,c745,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,,,,,,,,,,101200.0,99800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37956597,2016-06-30,2016-06-30,c4,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,4057871.0,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,,,,,,,,,,,,4076621.0,4071680.0,100000.0,4076621.0,3234.0,4076621.0,18750.0,0.0,18750.0,101200.0,3856671.0,0.0,0.0,18750.0,4941.0,1707.0,,,,,,,,,,,
37956597,2016-06-30,2016-06-30,c722,,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2QzL2RiLzE3L2Q5YjctNDNmMi04Y2YzLTk5N2RjNzViZmU4OQ.pdf,http://regnskaber.virk.dk/79565973/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2E1LzA2L2UyLzNkOWMtNDFmNy04NmY3LWQ4Y2Q0NGFhOGE4YQ.xml,Holstebro,7500.0,68.0,Tommelise,"7500, Holstebro","Hostrupsvej, 4",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-11,2017-10-11,2016-06-20,2017-10-11,100000.0,37956597.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016/17 for SM Holding af 2016 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Mortensen,SÃ¸ren Mortensen,SM Holding af 2016 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Holstebro,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Holstebro,2017-06-30,2016-07-01,2017-10-11,Holstebro,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24600893,indberetninger-20180424,2.5097342,37956597.0,,2018-03-27T12:41:42.190Z,2017-10-16T12:13:00.366Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BB-42-JC,2017-10-16T12:13:00.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
