entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherProvisions,OtherShorttermReceivables,Provisions,ReserveForEntrepreneurialCompany,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables
35891390,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",3082.0,-26854.0,35891390.0,-23772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,0.0,2017-01-01,2017-12-31,-28441.0,-26854.0,-26854.0,2018-12-31,2018-01-01,false,1587.0,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,,,,,,,,,,,,,,,,,,,,
35891390,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",,,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2017-01-01,2017-12-31,-23772.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,,,,,,,,,,,,,,,,,,,,
35891390,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",,,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2017-01-01,2017-12-31,-10597.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,,,,,,,,,,,,,,,,,,,,
35891390,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",,,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2017-01-01,2017-12-31,5928.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,,,,,,,,,,,,,,,,,,,,
35891390,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",,,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,72694.0,8914.0,100.0,11607.0,0.0,21590.0,72694.0,48610.0,61087.0,61087.0,61087.0,2494.0,2693.0,2494.0,39303.0,-17813.0,0.0,48610.0,48610.0,2693.0
35891390,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",5775.0,-56893.0,35891390.0,-51118.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,0.0,2017-01-01,2017-12-31,-56893.0,-56893.0,-56893.0,2018-12-31,2018-01-01,false,0.0,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,,,,,,,,,,,,,,,,,,,,
35891390,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",,,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2017-01-01,2017-12-31,-51118.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,,,,,,,,,,,,,,,,,,,,
35891390,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",,,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,,,,,,,,,,,,,,,,,,,,
35891390,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",,,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2017-01-01,2017-12-31,-5775.0,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,,,,,,,,,,,,,,,,,,,,
35891390,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzdhLzhhLzI1L2RiMjgtNDJkNi05NDIzLTk2OTAxMDhjN2Y1Zg.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA1LzhiLzM0L2Q5MGMtNDE5Ny1hZTI4LWRkMjM3NWQzMzEyNg.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E5LzM0LzdkL2Q3Y2YtNDcxMy04ZGMyLTk2ODY1YmFiZGEzZA.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,RÃ¥dhuspladsen 16,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Ingen.</p>",,,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,true,Ingen bistand,urn:ofk:oid:27419620,indberetninger-20180424,2.5949402000000004,35891390.0,AWspU6b2RYGX6_YTIeGW,2019-06-05T20:28:00.562Z,2019-06-05T20:27:55.888Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-89-QG,2019-06-05T20:27:56.078Z,45316.0,3139.0,100.0,8526.0,0.0,-5788.0,45316.0,48610.0,36790.0,36790.0,36790.0,2494.0,5387.0,2494.0,0.0,-3460.0,-2428.0,48610.0,48610.0,5387.0
