entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherProvisions,OtherShorttermReceivables,Provisions,ReserveForEntrepreneurialCompany,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromAssociates
35891390,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",-1175.0,35891390.0,123703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,2.0,2015-01-01,2015-12-31,122785.0,122526.0,-1175.0,2016-12-31,2016-01-01,false,false,-259.0,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,,,,,,,,,,,,,,,,,,,,,
35891390,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2015-01-01,2015-12-31,73803.0,,,2016-12-31,2016-01-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,,,,,,,,,,,,,,,,,,,,,
35891390,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2015-01-01,2015-12-31,49900.0,,,2016-12-31,2016-01-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,,,,,,,,,,,,,,,,,,,,,
35891390,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2015-01-01,2015-12-31,-918.0,,,2016-12-31,2016-01-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,,,,,,,,,,,,,,,,,,,,,
35891390,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,243707.0,827.0,100.0,12336.0,259.0,198604.0,243707.0,42610.0,231371.0,231371.0,231371.0,2493.0,0.0,2493.0,49900.0,152471.0,-3867.0,42610.0,42610.0,11509.0,11250.0
35891390,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",-3189.0,35891390.0,54052.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,200.0,2015-01-01,2015-12-31,51991.0,50663.0,-3189.0,2016-12-31,2016-01-01,false,false,-1328.0,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,,,,,,,,,,,,,,,,,,,,,
35891390,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2015-01-01,2015-12-31,54052.0,,,2016-12-31,2016-01-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,,,,,,,,,,,,,,,,,,,,,
35891390,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,,,,,,,,,,,,,,,,,,,,,
35891390,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2015-01-01,2015-12-31,-2061.0,,,2016-12-31,2016-01-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,,,,,,,,,,,,,,,,,,,,,
35891390,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2EzLzIwLzRjL2M5MGUtNGU3Ny05NzBjLWRiMmE5MThmMjVhZA.xhtml,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2I0LzFiLzVjL2M2MjktNGU3NC1hZmZiLTc0ZjY1YWMzODE0ZA.pdf,http://regnskaber.virk.dk/09319853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2VhLzcxL2M1L2M4YjQtNGY1MC04Njg2LWQ4MzQyNzZmMGJkNQ.xml,true,KÃ¸benhavn V,1650.0,"44, 3.",Istedgade,1550 KÃ¸benhavn V,"RÃ¥dhuspladsen 16, M",Regnskabsklasse B,2017-06-19,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,35891390.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Andersen,DUNSJEIZ HOLDING IVS,Dania Regnskab ApS,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24245945,indberetninger-20180424,2.5949414,35891390.0,,2018-03-29T14:33:18.326Z,2017-06-19T22:01:44.907Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-79-PR,2017-06-19T22:01:45.243Z,101136.0,11996.0,100.0,16277.0,1587.0,50032.0,101136.0,48610.0,84859.0,84859.0,84859.0,2494.0,2694.0,2494.0,49900.0,5959.0,-5927.0,48610.0,48610.0,4281.0,0.0
