entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermDebtToBanks,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables
27255191,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,-52575.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",46463.0,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,68861.0,98438.0,99038.0,2016-12-31,2016-01-01,600.0,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",29577.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,,,,,,,,,,,,,,,
27255191,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,68861.0,,,2016-12-31,2016-01-01,,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,,,,,,,,,,,,,,,
27255191,2015-12-31,2015-12-31,c7,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,415578.0,5794.0,125000.0,25793.0,311834.0,389785.0,415578.0,82744.0,389785.0,57688.0,389785.0,21000.0,21000.0,186834.0,82744.0,16479.0,19999.0,8577.0,19999.0
27255191,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,311834.0,,,,,,,,,,,,,,
27255191,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,125000.0,,,,,,,,,,,,,,
27255191,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,186834.0,,,,,,,,,,,,,,
27255191,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,12425.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",38262.0,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,18542.0,25568.0,25837.0,2016-12-31,2016-01-01,269.0,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",7026.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,,,,,,,,,,,,,,,
27255191,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,,,,,,,,,,,,,,,
27255191,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,18542.0,,,2016-12-31,2016-01-01,,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,,,,,,,,,,,,,,,
27255191,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxLzU5Lzk3L2MxNjAtNDAwZC1hMzIxLTZiYWZkMWJkZmMwMw.xhtml,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZhL2Q4LzlmLzc1YTEtNDdjMC1iZGJjLWVjZjM0N2UxYzE3ZQ.pdf,http://regnskaber.virk.dk/19155272/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzM4L2ZjL2Q5Lzk3M2YtNDkyYS04MmZlLWQ2Y2FjZTk0YTNlOA.xml,true,Odense SÃ,5220.0,40.0,Herluf Trolles Vej,5230 Odense M,HannerupgÃ¥rdsvej 4,Til den daglige ledelse i HP Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-22,2017-05-31,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,12246099.0,27255191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Helle Probst,Helle Mona Probst,MA Revision,HP HOLDING ApS,Morten Andersen,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,2017-05-22,Odense,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191929,indberetninger-20180424,2.595406,27255191.0,,2018-03-29T09:38:29.664Z,2017-06-13T14:26:55.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-85-NT,2017-06-13T14:26:56.021Z,,,,,,,,,,,,,,,,,,,
