entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfExecutiveBoard
27742211,2015-01-01,2015-12-31,c347,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,-401596.0,401596.0,Statsautoriseret revisor,0.0,1343008.0,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,-723867.0,0.0,Odense,2015-01-01,2015-12-31,217545.0,217545.0,941412.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,0.0,0.0,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27742211,2015-01-01,2015-12-31,c368,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,,401596.0,Statsautoriseret revisor,,,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-01-01,2015-12-31,217545.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,,,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27742211,2015-12-31,2015-12-31,c398,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,,401596.0,Statsautoriseret revisor,,,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,,,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,18786815.0,304351.0,2667420.0,2479721.0,18435275.0,18786815.0,16307094.0,4087958.0,15323249.0,11235291.0,18435275.0,3.0,198392.0,23366.0,18435275.0,-187699.0,7621.0,983845.0,710549.0,47189.0,67283.0,23823.0,,,,,
27742211,2016-01-01,2016-01-01,c541,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,,401596.0,Statsautoriseret revisor,,,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,,,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,,,,,,,,,,,,,,,,,,,,3674066.0,22109341.0,,,
27742211,2016-01-01,2016-01-01,c703,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,,401596.0,Statsautoriseret revisor,,,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,,,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,2667420.0,,,,,,,,,,,,,,,,,,,,,,,
27742211,2016-01-01,2016-01-01,c730,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,,401596.0,Statsautoriseret revisor,,,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,,,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,-187699.0,,,,,,,,,,,,,,,,,,,,,,,
27742211,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,-401596.0,401596.0,Statsautoriseret revisor,-50000.0,1264326.0,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,-561445.0,58710.0,Odense,2015-01-01,2015-12-31,309995.0,309995.0,812730.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,0.0,50000.0,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
27742211,2016-01-01,2016-12-31,c2,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,,401596.0,Statsautoriseret revisor,,,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,,,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth Johansson
27742211,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,,401596.0,Statsautoriseret revisor,,,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,,,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristian Victor Krogh
27742211,2016-01-01,2016-12-31,c367,,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzM5LzMzL2VjLzJiZTUtNGQyOC1iYzc2LTAxZDU1MzY2NmQwYQ.pdf,http://regnskaber.virk.dk/11224772/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2U0L2E1LzQxLzYyNDgtNGRiZC1hMmE0LTE0ZWNlNjU2ZjMyNQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5690 Tommerup,VibÃ¦kvej 100,DK-5000 Odense C,FÃ¦lledvej 1,"Til ejerne af K/S Kommandantenstrasse, Duisburg",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-04-26,2004-05-14,2017-05-17,,401596.0,Statsautoriseret revisor,,,20222670.0,27742211.0,20222670.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for K/S Kommandantenstrasse, Duisburg.",Ãrsrapport,11036764.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Kenneth Johansson,"K/S Kommandantenstrasse, Duisburg",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-01-01,2015-12-31,309995.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-12-31,2016-01-01,true,2017-04-26,Odense,,,urn:ofk:oid:23990311,indberetninger-20180424,2.5118417999999996,27742211.0,,2018-03-28T12:39:07.265Z,2017-05-30T16:07:19.993Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-48-XD,2017-05-30T16:07:20.147Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
