entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
27045820,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,1520075.0,2017-12-13,2017-12-13,5700.0,436502.0,167709.0,70268279.0,520969.0,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,1866.0,90.0,NÃ¦rum,2015-07-01,2016-06-30,59234.0,76991.0,78767.0,2017-06-30,2016-07-01,2208753.0,false,false,17757.0,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,,,,,,,,,,,,,,,,,,,,
27045820,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,,2017-12-13,2017-12-13,,,,70268279.0,,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,,90.0,NÃ¦rum,2015-07-01,2016-06-30,-836061.0,,,2017-06-30,2016-07-01,,false,false,,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,,,,,,,,,,,,,,,,,,,,
27045820,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,,2017-12-13,2017-12-13,,,,70268279.0,,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,,90.0,NÃ¦rum,2015-07-01,2016-06-30,895295.0,,,2017-06-30,2016-07-01,,false,false,,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,,,,,,,,,,,,,,,,,,,,
27045820,2016-06-30,2016-06-30,c9,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,,2017-12-13,2017-12-13,,,,70268279.0,,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,,90.0,NÃ¦rum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,1128579.0,961091.0,125000.0,1107931.0,1020295.0,14648.0,6000.0,1128579.0,108284.0,20648.0,86556.0,20648.0,895295.0,108284.0,6728.0,146840.0,2101.0,15000.0,144739.0,
27045820,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,1227275.0,2017-12-13,2017-12-13,5700.0,444102.0,187648.0,70268279.0,241484.0,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,3717.0,90.0,NÃ¦rum,2015-07-01,2016-06-30,-211770.0,-212035.0,-208318.0,2017-06-30,2016-07-01,1656407.0,false,false,-265.0,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,,,,,,,,,,,,,,,,,,,,
27045820,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,,2017-12-13,2017-12-13,,,,70268279.0,,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,,90.0,NÃ¦rum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,,,,,,,,,,,,,,,,,,,,Susanne Pontoppidan Bentzen Hansen
27045820,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,,2017-12-13,2017-12-13,,,,70268279.0,,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,,90.0,NÃ¦rum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,,,,,,,,,,,,,,,,,,,,Niels Henrik Ehlig Jensen
27045820,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,,2017-12-13,2017-12-13,,,,70268279.0,,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,,90.0,NÃ¦rum,2015-07-01,2016-06-30,-895295.0,,,2017-06-30,2016-07-01,,false,false,,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,,,,,,,,,,,,,,,,,,,,
27045820,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,,2017-12-13,2017-12-13,,,,70268279.0,,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,,90.0,NÃ¦rum,2015-07-01,2016-06-30,683525.0,,,2017-06-30,2016-07-01,,false,false,,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,,,,,,,,,,,,,,,,,,,,
27045820,2017-06-30,2017-06-30,c8,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzQ5Lzg2Lzg1LzU5MDgtNGM5NS04YWYxLWIyMTc2Zjg1YWQ0MA.xhtml,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYxLzAwLzQxL2EwNTUtNGJlNi05NGZiLTUzZDIyYjc4MjQ2Nw.pdf,http://regnskaber.virk.dk/02854072/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2Q0LzhiLzEwLzEyMTItNDczZS05NzBjLWYzYTZhZWE2MzY5Yg.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,20.0,Hovedgaden,NÃ¦rum,2850.0,81.0,NÃ¦rum Hovedgade,2850  NÃ¦rum,Stokkevad 3,Regnskabsklasse B,,2017-12-13,2017-12-13,,,,70268279.0,,27045820.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kronborg,Nordea Bank,ITECH SOLUTIONS ApS,Anders Kronborg,,90.0,NÃ¦rum,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,70268278.0,false,false,Ingen bistand,urn:ofk:oid:24834672,indberetninger-20180424,2.594777,27045820.0,,2018-03-28T03:28:56.543Z,2017-12-13T13:03:49.073Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-86-KM,2017-12-13T13:03:49.240Z,939473.0,667134.0,125000.0,924525.0,808525.0,8948.0,6000.0,939473.0,130948.0,14948.0,107120.0,14948.0,683525.0,130948.0,6728.0,257391.0,54427.0,17100.0,202964.0,
