entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,DisclosureOfSignificantEventsOccurringAfterEndOfReportingPeriod,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,DividendPaid
32940900,2016-06-01,2017-05-31,c3,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,129220.0,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,264088.0,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,12902.0,6077.0,VallensbÃ¦k,2016-06-01,2017-05-31,100584.0,128043.0,134868.0,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,27459.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,,,,,,,,,,,,,,,,,
32940900,2016-06-01,2017-05-31,c5,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k,2016-06-01,2017-05-31,100584.0,,,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,,,,,,,,,,,,,,,,,
32940900,2017-05-31,2017-05-31,c7,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,567896.0,72308.0,80000.0,204897.0,4961.0,288952.0,362999.0,567896.0,265944.0,362999.0,44063.0,0.0,362999.0,13000.0,13000.0,208952.0,265944.0,91088.0,130793.0,132589.0,127628.0,
32940900,2017-06-01,2017-06-01,c10,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,0.0,,,,,,,,,,,,,,,,
32940900,2017-06-01,2017-06-01,c11,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,288952.0,,,,,,,,,,,,,,,,
32940900,2017-06-01,2017-06-01,c8,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,80000.0,,,,,,,,,,,,,,,,
32940900,2017-06-01,2017-06-01,c9,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,208952.0,,,,,,,,,,,,,,,,
32940900,2017-06-01,2018-05-31,c0,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,122220.0,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,258206.0,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,1036.0,8454.0,VallensbÃ¦k,2016-06-01,2017-05-31,111884.0,143404.0,135986.0,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,31520.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,,,,,,,,,,,,,,,,,0.0
32940900,2017-06-01,2018-05-31,c1,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,,,,,,,,,,,,,,,,,
32940900,2017-06-01,2018-05-31,c12,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2YyL2EwLzU1LzI0YTAtNDA4Mi1hMDAzLTY2NjhiMzc5ZTc2ZQ.xhtml,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzc1LzVlLzZlLzEzZTYtNDdjMi1iYTNhLWZmN2Q4MjRiNzI4Mg.pdf,http://regnskaber.virk.dk/00904923/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2U5LzAzL2UwLzViM2ItNGI2Yy04ZWM1LTkyODMyYzk3MmQ0Zg.xml,true,VallensbÃ¦k,2625.0,3.0,SyvhÃ¸jvÃ¦nge,1864 Frederiksberg C,Grundtvigsvej 27,Til den daglige ledelse i Printlight ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-30,2018-10-30,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med Jungersen Grafisk ApS og Annie Holding ApS for skat af koncernens sambeskattede indkomstskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Der er udstedt et gÃ¦ldsbrev pÃ¥ kr. 100.000 med pant i en MBO falsemaskine til sikkerhed for den under passiverne opfÃ¸rte gÃ¦ld til sÃ¸sterselskabet Jungersen Grafisk ApS.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,15083743.0,32940900.0,mne10655,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Vegge,Jens-Aage Jungersen,Jens-Aage Jungersen,Revisionsfirmaet Jan Vegge,PRINTLIGHT ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k,2016-06-01,2017-05-31,0.0,,,2018-05-31,2017-06-01,false,false,2018-10-30,Frederiksberg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26279456,indberetninger-20180424,2.595548,32940900.0,AWbuvJHF5OzuYdPkGCVY,2018-11-07T15:14:28.960Z,2018-11-07T15:13:43.968Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DK-85-HA,2018-11-07T15:13:44.282Z,,,,,,,,,,,,,,,,,,,,,,0.0
