entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,DisclosureOfOtherOperatingExpenses,DistributionCosts,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
33954573,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,273901.0,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",47147.0,-53634.0,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,6878.0,0.0,Odense,2015-01-01,2015-12-31,-291894.0,-381560.0,-374682.0,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,-89666.0,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33954573,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",,,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,,,Odense,2015-01-01,2015-12-31,-291894.0,,,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33954573,2015-12-31,2015-12-31,c7,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",,,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,806562.0,103632.0,338556.0,80000.0,687804.0,110180.0,40132.0,53758.0,21700.0,-273291.0,806562.0,1079853.0,0.0,118758.0,0.0,118758.0,65000.0,154000.0,45081.0,-353291.0,1079853.0,853404.0,584172.0,50749.0,50223.0,,,
33954573,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",,,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,580113.0,,,,,,,,,,,,,,,,,,
33954573,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",,,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,
33954573,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",,,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,500113.0,,,,,,,,,,,,,,,,,,
33954573,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,419037.0,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",92737.0,-1799304.0,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,9084.0,185759.0,Odense,2015-01-01,2015-12-31,-2623197.0,-2505921.0,-2496837.0,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,117276.0,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,,,,,,,,,,,,,,,,,-853404.0,,
33954573,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",,,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,,,,,,,,,,,,,,,,,,98727558.0,Revisionsfirmaet Tommy Larsen
33954573,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",,,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,,,Odense,2015-01-01,2015-12-31,-2623197.0,,,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,,,,,,,,,,,,,,,,,-853404.0,,
33954573,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQzL2M0L2YyLzQyNDUtNDQxMi1iYTA0LThiMzE5ZDBmNjIyZQ.xhtml,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzU3LzVmLzBjL2ZhZjQtNGJjZC05Yzg4LWMwODAxMWI1YWEwZQ.pdf,http://regnskaber.virk.dk/37545933/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzA4L2VkL2I0LzI5M2YtNDE3YS1iODE5LWVlNWZiYTQ2ZWJmMQ.xml,true,Danmark,DK,RÃ¸nde,8410.0,46.0,Thorsgade,Danmark,DK,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,8.0,Wichmandsgade,8410 RÃ¸nde,Thorsgade 46,Til den daglige ledelse i Residens Ejendomme ApS,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-15,2017-05-31,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at drive virksomhed indenfor byggebranchen, herudover tillige at drive virksomhed som direktionen til enhver tid finder relevant.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten vedrÃ¸rer driftsudgifter, der fejlagtigt ikke er medtaget i tidligere Ã¥r</p>",,,33954573.0,1003735822.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tommy Larsen,Klaus Nielsen,Klaus Nielsen,Handelsbanken,RESIDENS EJENDOMME ApS,Revisionsfirmaet Tommy Larsen,,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-15,Thorsager,,51490554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24162365,indberetninger-20180424,2.5927862999999998,33954573,,2018-03-29T06:51:27.066Z,2017-06-09T12:48:20.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-71-FD,2017-06-09T12:48:21.063Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
