entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables
32556345,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,5000.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",-249231.0,32556345.0,2366460.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,256466.0,Vejle,2017-01-01,2017-12-31,2423526.0,2368695.0,-254231.0,2018-12-31,2018-01-01,0.0,false,false,-54831.0,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
32556345,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",,32556345.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,,Vejle,2017-01-01,2017-12-31,52900.0,,,2018-12-31,2018-01-01,,false,false,,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
32556345,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",,32556345.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,,Vejle,2017-01-01,2017-12-31,266460.0,,,2018-12-31,2018-01-01,,false,false,,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
32556345,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",,32556345.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,,Vejle,2017-01-01,2017-12-31,2104166.0,,,2018-12-31,2018-01-01,,false,false,,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
32556345,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",,32556345.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,,Vejle,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,false,,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,14173045.0,65328.0,125000.0,6964964.0,10440044.0,1194156.0,4418645.0,14173045.0,3733001.0,1595280.0,1595280.0,7208081.0,3786940.0,3382.0,200000.0,5612801.0,52900.0,1335641.0,8926503.0,3786940.0,3733001.0,3729619.0,3112696.0,2535511.0,377185.0
32556345,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,5000.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",-94116.0,32556345.0,2020131.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,36460.0,Vejle,2017-01-01,2017-12-31,1780022.0,1780022.0,-99116.0,2018-12-31,2018-01-01,177453.0,false,false,0.0,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
32556345,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",,32556345.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,,Vejle,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,false,,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
32556345,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",,32556345.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,,Vejle,2017-01-01,2017-12-31,54000.0,,,2018-12-31,2018-01-01,,false,false,,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
32556345,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",,32556345.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,,Vejle,2017-01-01,2017-12-31,400131.0,,,2018-12-31,2018-01-01,,false,false,,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
32556345,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzVlLzViLzgzLzBiNjgtNDNkNC05MTM2LTVmYmQxNGNmNTAyMQ.xhtml,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzUyLzNkLzU3L2E3N2EtNDRkNC1hZDJlLTk3MzBlNzAyZTM4Yw.pdf,http://regnskaber.virk.dk/54365523/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzJiLzQxLzI4LzI2YmYtNDE3Yy04OTMxLTZmMThmNzBhZTY0Nw.xml,true,Danmark,DK,Vejle,7100.0,35.0,SÃ¸nderbrogade,Vejle,7100.0,1.0,Pottemagervej,7100 Vejle,Pottemagervej 1,1.0,Regnskabsklasse B,2019-02-25,2019-02-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen kendte</p>",,32556345.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kurt Dessau Arp,Hans Henrik Farrington Lauritzen,Alm Brand Bank,H.H.H. HOLDING ApS,Admipartner Vejle ApS,,Vejle,2017-01-01,2017-12-31,1325891.0,,,2018-12-31,2018-01-01,,false,false,,76401984.0,false,false,Adm. DirektÃ¸r,Ingen bistand,urn:ofk:oid:26729445,indberetninger-20180424,2.5955422,32556345.0,AWklyZq3RYGX6_YTFVbv,2019-02-25T17:52:48.770Z,2019-02-25T17:52:42.430Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-43-BY,2019-02-25T17:52:42.605Z,,,,,,,,,,,,,,,,,,,,,,,,,
