entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
31182603,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31182603,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,62352.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31182603,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,-58401.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,-3350.0,-62352.0,11328.0,18629.0,-58401.0,-3350.0,,,,,,,,,,,,,,,,,,,,,
31182603,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,96049.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31182603,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,,,,,,,4046194.0,362839.0,125000.0,973024.0,4039944.0,4046194.0,6250.0,3073170.0,3073170.0,3073170.0,0.0,6250.0,0.0,100000.0,2473168.0,1341776.0,6250.0,610185.0,536185.0,74000.0,
31182603,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,-489895.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,-3350.0,-510131.0,0.0,23586.0,-489895.0,-3350.0,,,,,,,,,,,,,,,,,,,,,
31182603,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31182603,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,510131.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31182603,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,79764.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31182603,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzcyLzQ2Lzg4LzViMjYtNDlmYy1iOWFmLWU0YjdiZjA4ODJkOA.pdf,http://regnskaber.virk.dk/30628113/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzAzLzM3LzFjL2E0M2YtNGU4Yy1iYzExLWVmZTBiNjM4NzMyNQ.xml,true,"Slagelse, 4200",Nytorv 8,"Til kapitalejerne i CBC Holding, Slagelse ApS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-01-29,2018-01-29,2008-01-18,2018-05-17,21696382.0,31182603.0,21696382.0,mne9158,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for CBC Holding, Slagelse ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren   Dalsgaard,Claus Christensen,"DALSGAARD, STAHL & WÃLDIKE","CBC Holding, Slagelse ApS","DALSGAARD, STAHL & WÃLDIKE, Statsautoriseret revisionsanpartsselskab",Slagelse,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Slagelse, 0330",2017-12-31,2017-01-01,false,2018-01-29,Slagelse,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25488361,indberetninger-20180424,2.5124316,31182603.0,AWNye3EYx8uVRSOdgn9g,2018-05-18T09:01:45.673Z,2018-05-18T09:01:18.562Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-93-XQ,2018-05-18T09:01:19.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
