entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
28840063,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,4806.0,Registreret revisor,372528.0,395204.0,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,15.0,365.0,HÃ¸rsholm,2014-07-01,2015-06-30,42220.0,18220.0,17870.0,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,-24000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,,,,,,,,,,,,,,,
28840063,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,,Registreret revisor,,,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,,,HÃ¸rsholm,2014-07-01,2015-06-30,42220.0,,,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,,,,,,,,,,,,,,,
28840063,2015-06-30,2015-06-30,c7,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,,Registreret revisor,,,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,,,HÃ¸rsholm,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,137446.0,43731.0,125000.0,123030.0,24000.0,53084.0,14416.0,137446.0,84362.0,14416.0,60629.0,14416.0,-71916.0,84362.0,79299.0,23733.0,55299.0,,,
28840063,2015-07-01,2015-07-01,c10,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,,Registreret revisor,,,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,,,HÃ¸rsholm,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,0.0,,,,,,,,,,,,,,
28840063,2015-07-01,2015-07-01,c11,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,,Registreret revisor,,,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,,,HÃ¸rsholm,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,53084.0,,,,,,,,,,,,,,
28840063,2015-07-01,2015-07-01,c8,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,,Registreret revisor,,,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,,,HÃ¸rsholm,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,125000.0,,,,,,,,,,,,,,
28840063,2015-07-01,2015-07-01,c9,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,,Registreret revisor,,,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,,,HÃ¸rsholm,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,-71916.0,,,,,,,,,,,,,,
28840063,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,6407.0,Registreret revisor,401360.0,406351.0,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,739.0,1.0,HÃ¸rsholm,2014-07-01,2015-06-30,-5854.0,-2154.0,-1416.0,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,3700.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,,,,,,,,,,,,,0.0,,
28840063,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,,Registreret revisor,,,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,,,HÃ¸rsholm,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,,,,,,,,,,,,,,16953199.0,REVISIONSFIRMAET CHRISTIAN DANIELSEN. REGISTRERET REVISIONSANPARTSSELSKAB
28840063,2015-07-01,2016-06-30,c12,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzg4LzRiLzk2LzU4MjQtNGRlYS1hYzMwLWE2NTQyOTk0NzI3NQ.xhtml,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ1LzdlL2U0LzllNWEtNGZhZS05NWFjLTMyMjUwMWMxOGE3Ng.pdf,http://regnskaber.virk.dk/36004882/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzYzL2IyLzFhLzc1ODktNDIwMi04NTg5LWRmYTNjZTVmMmFmNg.xml,true,Danmark,DK,RÃ¸dovre,2610.0,"39, 1",EgegÃ¥rdsvej,HÃ¸rsholm,2970.0,4.0,GÃ¸gevang,2610 RÃ¸dovre,EgegÃ¥rdsvej 39C,Til kapitalejerne i Camilla Jacobs Marketing ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-22,2016-11-22,,Registreret revisor,,,28840063.0,1001191331.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Danielsen,Camilla Jacobs,Camilla Louise Jacobs,CAMILLA JACOBS MARKETING ApS,Christian Danielsen,,,HÃ¸rsholm,2014-07-01,2015-06-30,0.0,,,2016-06-30,2015-07-01,false,false,2016-11-22,RÃ¸dovre,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23236222,indberetninger-20180424,2.59279,28840063.0,,2018-03-29T03:16:14.219Z,2016-12-01T18:23:44.157Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-34-QA,2016-12-01T18:23:44.350Z,,,,,,,,,,,,,,,,,,0.0,,
