entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment
31174295,2012-07-01,2013-06-30,c1,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,16684.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2014-11-28,2008-01-11,2014-11-28,-14760.0,Statsautoriseret revisor,-23776.0,-31773.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,-11771.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,-8776.0,-16498.0,8918.0,-4727.0,Aalborg,0.0,-61205.0,-77889.0,-70309.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,0.0,16684.0,Andre erklÃ¦ringer uden sikkerhed,-15000.0,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2012-07-01,2013-06-30,c30,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2014-11-28,2008-01-11,2014-11-28,,Statsautoriseret revisor,,,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,,-61205.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2013-06-30,2013-06-30,c4,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2014-11-28,2008-01-11,2014-11-28,,Statsautoriseret revisor,,,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,823770.0,118128.0,125000.0,769461.0,73738.0,42500.0,391500.0,11809.0,823770.0,764456.0,54309.0,24725.0,79722.0,54309.0,-14424.0,-14424.0,-51262.0,0.0,764456.0,557680.0,25039.0,259833.0,0.0,157012.0,180111.0,,,,,
31174295,2013-07-01,2013-07-01,c137,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2014-11-28,2008-01-11,2014-11-28,,Statsautoriseret revisor,,,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2013-07-01,2013-07-01,c140,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2014-11-28,2008-01-11,2014-11-28,,Statsautoriseret revisor,,,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2013-07-01,2013-07-01,c158,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2014-11-28,2008-01-11,2014-11-28,,Statsautoriseret revisor,,,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,-51262.0,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2013-07-01,2013-07-01,c161,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2014-11-28,2008-01-11,2014-11-28,,Statsautoriseret revisor,,,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2013-07-01,2013-07-01,c88,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2014-11-28,2008-01-11,2014-11-28,,Statsautoriseret revisor,,,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,45000.0,,,
31174295,2013-07-01,2013-07-01,c94,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2014-11-28,2008-01-11,2014-11-28,,Statsautoriseret revisor,,,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,49493.0,61302.0,,,
31174295,2013-07-01,2014-06-30,c0,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8vcGRmcy8zMTE3NDI5NTtBcFM0MjIxMTQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/59247113/Y3ZyLmRrOi8veGJybHMvWC05MTdDQjdDQS0yMDE0MTIxMl8xMjIyMDFfMjky.xml,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280  Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,80352.0,1474.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,1960.0,2014-11-28,2008-01-11,2014-11-28,-27484.0,Statsautoriseret revisor,-408341.0,98498.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2013 - 30. juni 2014 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,-10543.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,-91153.0,-16803.0,1.0,-6260.0,Aalborg,-3240.0,-270343.0,-354129.0,-337327.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2014-06-30,2013-07-01,2014-11-28,Aalborg,-1028.0,83786.0,Andre erklÃ¦ringer uden sikkerhed,-312920.0,urn:ofk:oid:19188775,indberetninger-20180424,2.5097342,31174295.0,,2018-04-01T04:57:00.620Z,2014-12-12T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-287.239,2014-12-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
