entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm
31174295,2014-07-01,2015-06-30,c110,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,148960.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2014-07-01,2015-06-30,c90,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,148960.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,57249.0,1474.0,0.0,15675.0,323327.0,567499.0,-9840.0,37104.0,20814.0,-10974.0,2700.0,207683.0,228497.0,2023.0,58723.0,281500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2015-06-30,2015-06-30,c112,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,,,,,,,,,,,,,,,,,1042230.0,66528.0,125000.0,1017580.0,36053.0,-47646.0,24650.0,226554.0,1042230.0,1089876.0,24650.0,66859.0,108758.0,24650.0,-172646.0,234736.0,1089876.0,484377.0,57374.0,724498.0,1960.0,246530.0,577727.0,,,
31174295,2015-07-01,2015-07-01,c195,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33850.0,58500.0,
31174295,2015-07-01,2015-07-01,c252,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,,,,,,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,
31174295,2015-07-01,2015-07-01,c273,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,,,,,,,,,,,,,,,,,,,,,,-172646.0,,,,,,,,,,,,,,,,,,,,
31174295,2015-07-01,2016-06-30,c0,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,-362349.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,34398.0,-35.0,-1562.0,17651.0,231281.0,-59541.0,-9693.0,113412.0,21075.0,-11382.0,1364.0,-329548.0,-308473.0,960.0,32801.0,115545.0,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
31174295,2015-07-01,2016-06-30,c1,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2015-07-01,2016-06-30,c109,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,-362349.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31174295,2015-07-01,2016-06-30,c196,,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2ZhLzQ5L2JjL2Q3MzQtNGI0NS1iNjBhLWFlM2VkM2NlOWZhNQ.pdf,http://regnskaber.virk.dk/59247113/ZG9rdW1lbnRsYWdlcjovLzAzLzJiL2UyLzI0LzEzL2Q4YjItNGZmOC1hZTFhLTg3NDAxMzU2YmEwNw.xml,1.0,21000.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,John F. Kennedys Plads,9280 Storvorde,"MÃ¸llebrovej 8, Gudumlund",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Pesko Trading ApS c/o Peter Skov,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-15,2008-01-11,2016-12-15,17650.0,Statsautoriseret revisor,20222670.0,31174295.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Pesko Trading ApS c/o Peter Skov.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Peter Skov Larsen,Peter Skov Larsen,Nykredit,Pesko Trading ApS c/o Peter Skov,BDO Statsautoriseret revisionsaktieselskab,Aalborg,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-06-30,2015-07-01,2016-12-15,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23312372,indberetninger-20180424,2.5118406,31174295.0,,2018-03-29T08:48:27.995Z,2016-12-16T14:31:31.266Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BK-13-ER,2016-12-16T14:31:31.433Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
