entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DistributedDividendsFromGroupEnterprises,EquityTransfersToReserves,DisposalsOfInvestments,DividendIncomeRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear,TransferRevaluationOfInvestments
29609098,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",30223.0,2019-05-06,2019-05-06,Statsautoriseret revisor,6504.0,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,401651.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,25.0,143875.0,Aabenraa,2017-01-01,2017-12-31,508774.0,538997.0,395147.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,30223.0,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29609098,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-06,2019-05-06,Statsautoriseret revisor,,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2017-01-01,2017-12-31,508774.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29609098,2017-01-01,2017-12-31,c216,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-06,2019-05-06,Statsautoriseret revisor,,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29609098,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-06,2019-05-06,Statsautoriseret revisor,,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,2093477.0,346992.0,125000.0,-16217.0,2093477.0,2109694.0,766596.0,0.0,766596.0,766596.0,550587.0,0.0,-141217.0,550587.0,2109694.0,1880300.0,429302.0,50450.0,266586.0,223144.0,112266.0,6250.0,,,,,,,,,,
29609098,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-06,2019-05-06,Statsautoriseret revisor,,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29609098,2018-01-01,2018-01-01,c234,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-06,2019-05-06,Statsautoriseret revisor,,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29609098,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-06,2019-05-06,Statsautoriseret revisor,,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,-141217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29609098,2018-01-01,2018-01-01,c572,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-06,2019-05-06,Statsautoriseret revisor,,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,,,,,,,,,,,,,,,,,,,,-124800.0,124800.0,,,,,,,,
29609098,2018-01-01,2018-01-01,c584,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-06,2019-05-06,Statsautoriseret revisor,,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,,,,,,,,,,,,,,,,,,,,-433404.0,1200000.0,,,,,,,,
29609098,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2NhL2EwL2IyL2QxOGQtNDk4Ni1hZGIyLTllZWEzZTA1MzZiMw.pdf,http://regnskaber.virk.dk/89090692/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2IyL2E2LzFjLzYzZTItNDA1MC04ZWRhLTc5YTE2NThjOTA1ZA.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,Haderslev,6100.0,30.0,NÃ¸rregade,6200 Aabenraa,VarnÃ¦svej 575,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejeren i EM-AGRO HOLDING ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",-11899.0,2019-05-06,2019-05-06,Statsautoriseret revisor,6518.0,20222670.0,29609098.0,20222670.0,mne34472,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EM-AGRO HOLDING ApS.,1164881.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Erik MÃ¸ller,Erik MÃ¸ller,Nordea,EM-AGRO HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,61661.0,12921.0,Aabenraa,2017-01-01,2017-12-31,1121522.0,1109623.0,1158363.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-12-31,2018-01-01,true,2019-05-06,Haderslev,-11899.0,urn:ofk:oid:27174984,indberetninger-20180424,2.5118417999999996,29609098.0,AWrVB7RWRYGX6_YTH1Iv,2019-05-20T11:37:30.150Z,2019-05-20T11:36:52.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-99-FY,2019-05-20T11:36:52.650Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,,,,,,
