entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm
34600015,2014-07-01,2015-06-30,c110,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,67955.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34600015,2014-07-01,2015-06-30,c90,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,67955.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,-20280.0,-18028.0,187098.0,-80835.0,0.0,88235.0,169070.0,-20280.0,,,,,,,,,,,,,,,,,,,,,
34600015,2015-06-30,2015-06-30,c112,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,,,,,,,,,3567860.0,204110.0,80000.0,204110.0,927491.0,3363750.0,3567860.0,2002730.0,1969230.0,1969230.0,3363750.0,33500.0,3363750.0,637639.0,637639.0,847491.0,33500.0,0.0,,,
34600015,2015-07-01,2015-07-01,c183,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,86250.0,3450000.0,
34600015,2015-07-01,2015-07-01,c252,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,
34600015,2015-07-01,2015-07-01,c273,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,,,,,,,,,,,,,847491.0,,,,,,,,,,,,,,,,
34600015,2015-07-01,2016-06-30,c0,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,41724.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,-7151.0,-30300.0,199966.0,-120791.0,0.0,48875.0,169666.0,-7151.0,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
34600015,2015-07-01,2016-06-30,c1,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34600015,2015-07-01,2016-06-30,c109,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,41724.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34600015,2015-07-01,2016-06-30,c184,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzMyLzI1L2EwLzg0NzUtNDRiOC05MjFhLTBjNmUzNzU1M2ZhMQ.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzNhLzFmLzIwLzExZWYtNDMyNi05NGI0LWIzM2FiNmNlNDYzZQ.xml,1.0,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,DyrupgÃ¥rdvÃ¦nget 75,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-09-28,2012-01-01,2016-09-30,17250.0,Statsautoriseret revisor,20222670.0,34600015.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Ejendomsselskabet Molle ApS.,Ãrsrapport,Flemming KÃ¤ehne,Peter Molberg,Peter Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,Odense,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2016-06-30,2015-07-01,2016-09-28,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23014791,indberetninger-20180424,2.5122902000000003,34600015.0,,2018-03-28T22:14:31.077Z,2016-09-30T11:48:57.298Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-76-YL,2016-09-30T11:48:57.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
