entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmailOfReportingEntity,ExtraordinaryDividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayablesToGroupEnterprises,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
34600015,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,-2932.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,44683.0,2018-12-16,2012-06-20,2018-12-18,17250.0,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,207034.0,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,0.0,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,0.0,Odense,2016-07-01,2017-06-30,148033.0,189784.0,189784.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,41751.0,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,,,,,,,,,,,,,,,,,,,,
34600015,2016-07-01,2017-06-30,c179,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-16,2012-06-20,2018-12-18,,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2016-07-01,2017-06-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,,,,,,,,,,,,,,,,,,,,
34600015,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-16,2012-06-20,2018-12-18,,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2016-07-01,2017-06-30,148033.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,,,,,,,,,,,,,,,,,,,,
34600015,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-16,2012-06-20,2018-12-18,,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,3652368.0,313343.0,80000.0,9775.0,1117249.0,3329250.0,3652368.0,1893261.0,0.0,0.0,3329250.0,38578.0,3329250.0,641858.0,641858.0,1037249.0,1893261.0,1810000.0,9775.0,44683.0,,,,
34600015,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-16,2012-06-20,2018-12-18,,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,80000.0,,,,,,,,,,,,,,,,,,,
34600015,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-16,2012-06-20,2018-12-18,,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,1037248.0,,,,,,,,,,,,,,,,,,,
34600015,2017-07-01,2017-07-01,c257,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-16,2012-06-20,2018-12-18,,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,0.0,,,,,,,,,,,,,,,,,,,
34600015,2017-07-01,2017-07-01,c428,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-16,2012-06-20,2018-12-18,,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,,,,,,,,,,,,,,,,,120750.0,3450000.0,,
34600015,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,-3702.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,17776.0,2018-12-16,2012-06-20,2018-12-18,42266.0,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,155077.0,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,20491.0,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,67915.0,47424.0,Odense,2016-07-01,2017-06-30,30822.0,44896.0,112811.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,14074.0,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
34600015,2017-07-01,2018-06-30,c178,,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2I1L2U5L2M0L2Q2NGItNGNjZi04MWVhLTYyNzMzNWQ5MzliMA.pdf,http://regnskaber.virk.dk/51000643/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzFiL2M0LzdkL2JjYjMtNDVjMy1hZTY2LWUzMDllODI3ZTlmZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5250 Odense SV,c/o SPC Marine ApS,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i Ejendomsselskabet Molle ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-16,2012-06-20,2018-12-18,,17250.0,Statsautoriseret revisor,jm@spcmarine.dk,-817983.0,,20222670.0,34600015.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Molle ApS.,Ãrsrapport,,1760000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Peter Molberg,Jacob Molberg,Ejendomsselskabet Molle ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2016-07-01,2017-06-30,817983.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-12-16,Odense,,+45 66 17 16 62,urn:ofk:oid:26488771,indberetninger-20180424,2.5097342,34600015.0,AWfK0kIiet7j816DxgHj,2018-12-20T08:54:15.611Z,2018-12-20T08:53:51.485Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EQ-53-QW,2018-12-20T08:53:51.699Z,,,,,,,,,,,,,,,,,,,,,,,,
