entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NumberOfEmployees,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
30602366,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",23782.0,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,-7795.0,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,109057.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,-518.0,26.0,Randers,2015-01-01,2015-12-31,76988.0,100770.0,-7795.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,-23782.0,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,,,,,,,,,,,,,,,
30602366,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-01-01,2015-12-31,76988.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,,,,,,,,,,,,,,,
30602366,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,617646.0,22861.0,125000.0,579494.0,617646.0,38152.0,1.0,593785.0,6250.0,1000.0,454494.0,593785.0,38152.0,1000.0,31902.0,,,
30602366,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,125000.0,,,,,,,,,,,,,,
30602366,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,454494.0,,,,,,,,,,,,,,
30602366,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",9504.0,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,-6295.0,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,49506.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,-1415.0,0.0,Randers,2015-01-01,2015-12-31,32292.0,41796.0,-6295.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,-9504.0,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
30602366,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-01-01,2015-12-31,32292.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,,,,,,,,,,,,,,,
30602366,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-01-01,2015-12-31,32292.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,,,,,,,,,,,,,,,
30602366,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
30602366,2016-01-01,2016-12-31,c637,,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2JiL2IxL2I2LzY1ZTktNDA1ZC1hYmJjLTAxN2RjODVhYThiNw.pdf,http://regnskaber.virk.dk/66320603/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzU3L2M5LzhlL2E0YmUtNGM3MC04OGU3LTE4YjU3NTBhZTIxOA.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Ãrhus C,8100.0,Ãboulevarden 69,8230 ÃbyhÃ¸j,Bragesvej 17,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i MCS Holding Denmark ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-15,2007-05-31,2017-04-04,Statsautoriseret revisor,,20222670.0,30602366.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MCS Holding Denmark ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Morten la Cour Ãrnstrand-SÃ¸borg,Morten la Cour Ãrnstrand-SÃ¸borg,Danske Bank,MCS Holding Denmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2016-12-31,2016-01-01,false,2017-03-15,Randers,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Bestyrelsen og direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:23691275,indberetninger-20180424,2.5118406,30602366.0,,2018-03-27T10:55:54.563Z,2017-04-05T06:48:43.173Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-77-NH,2017-04-05T06:48:43.315Z,,,,,,,,,,,,,,,,,,
