entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,NumberOfEmployees,OtherLongtermPayables,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,DepreciationOfPropertyPlantAndEquipment
35029362,2015-07-01,2016-06-30,c347,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,956.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,81293.0,Ingen.,0.0,193870.0,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,107676.0,Mariager,2015-07-01,2016-06-30,3945.0,4901.0,112577.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,956.0,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35029362,2015-07-01,2016-06-30,c368,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,,Ingen.,,,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,,,Mariager,2015-07-01,2016-06-30,3945.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35029362,2016-06-30,2016-06-30,c398,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,,Ingen.,,,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,,,Mariager,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,1918904.0,80000.0,687398.0,66219.0,-179266.0,94498.0,1758187.0,1918904.0,2098170.0,126460.0,1587785.0,726927.0,1852685.0,1.0,47000.0,38218.0,1852685.0,-259266.0,73530.0,510385.0,119484.0,241387.0,66219.0,37766.0,,,,,,,,
35029362,2016-07-01,2016-07-01,c541,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,,Ingen.,,,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,,,Mariager,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,,,,,,,,,,,,,,,,,,,,,241813.0,2000000.0,,,,,,
35029362,2016-07-01,2016-07-01,c553,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,,Ingen.,,,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,,,Mariager,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,,,,,,,,,,,,,,,,,,,,,129465.0,223963.0,,,,,,
35029362,2016-07-01,2016-07-01,c703,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,,Ingen.,,,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,,,Mariager,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35029362,2016-07-01,2016-07-01,c730,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,,Ingen.,,,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,,,Mariager,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,-259266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35029362,2016-07-01,2017-06-30,c0,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,9973.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,63043.0,Ingen.,662.0,212230.0,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,662.0,115431.0,Mariager,2015-07-01,2016-06-30,23121.0,33094.0,148525.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,9973.0,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),,,,
35029362,2016-07-01,2017-06-30,c2,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,,Ingen.,,,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,,,Mariager,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35029362,2016-07-01,2017-06-30,c367,,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2MzL2Y4L2EwOGQtNDRjOS1iYTcwLTkzZmFjYmE4ZDZkMQ.pdf,http://regnskaber.virk.dk/26392053/ZG9rdW1lbnRsYWdlcjovLzAzL2VkL2RkL2IyL2NlLzkwM2EtNDRlYS04Y2VhLTBiM2Y2NWVhNDRlNw.xml,true,Hobro,9500.0,"12, Box 170",Nytorv,Mariager,9550.0,6-8,Ãstergade,9550 Mariager,"c/o Kim Christiansen, Hou Skovvej 7",DK-9500 Hobro,"Nytorv 12, Box 170",Til kapitalejerne i Aporta ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-24,2013-01-22,2017-12-04,,Ingen.,,,35029362.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Aporta ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Aporta ApS for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017, der omfatter resultatopgÃ¸relse, balance, noter og anvendt regnskabspraksis. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1092203.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christiansen,Kim Christiansen,Ãstjysk Bank A/S,Aporta ApS,BDO Statsautoriseret revisionsaktieselskab,,,Mariager,2015-07-01,2016-06-30,23121.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariager,2017-06-30,2016-07-01,true,2017-11-24,Hobro,,urn:ofk:oid:24795728,indberetninger-20180424,2.5118406,35029362.0,,2018-03-28T01:05:30.827Z,2017-12-06T06:32:42.412Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-06-AQ,2017-12-06T06:32:42.542Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
