entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35241353,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,8000.0,4600.0,43029.0,13314.0,9998.0,17115.0,30429.0,7117.0,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,,,,,-9998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2015-12-31,2015-12-31,ID_4,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,,,,,,,,,114067.0,22341.0,25000.0,80000.0,90067.0,0.0,0.0,71648.0,24000.0,114067.0,42089.0,24000.0,11312.0,13050.0,24000.0,330.0,330.0,-8352.0,42089.0,99.0,67726.0,5949.0,24729.0,29676.0,
35241353,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Gottschalck Hagen
35241353,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,8000.0,0.0,28287.0,6848.0,8175.0,13439.0,20287.0,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2016-01-01,2016-12-31,ID_5,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,,,,,-8175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2016-12-31,2016-12-31,ID_3,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA3LzJmLzI0LzI5MjItNDgyOC1hNTVmLTNhMDEzMGUxODAyYw.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzU4LzM0L2YzL2EyZTItNGNlMy1hYzAzLTBmZGIzZDYzZWVjYQ.xml,true,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-31,2017-05-31,2015-05-15,2017-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,Viby,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24149263,indberetninger-20180424,2.5118437,35241353.0,,2018-03-29T05:34:34.615Z,2017-06-08T12:34:21.102Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-SE,2017-06-08T12:34:21.292Z,,,,,,,,,138675.0,56468.0,35000.0,80000.0,122675.0,192.0,1339.0,79823.0,16000.0,138675.0,58852.0,16000.0,32846.0,0.0,16000.0,0.0,0.0,-177.0,58852.0,0.0,66207.0,5994.0,20012.0,29676.0,
