entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35241353,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,-15887.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,-15887.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2014-01-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,15887.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,8000.0,75039.0,111572.0,4711.0,23822.0,28533.0,7935.0,,,,,,,,,,,,,,,,,,,,,,
35241353,2014-12-31,2014-12-31,ID_15,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,163374.0,24995.0,30000.0,80000.0,131374.0,1100.0,61650.0,32000.0,163374.0,101724.0,32000.0,32475.0,0.0,32000.0,-18350.0,101724.0,31999.0,106379.0,0.0,37250.0,75279.0,
35241353,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,-9998.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,-9998.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2015-01-01,2015-12-31,ID_16,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241353,2015-01-01,2015-12-31,ID_17,,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzE1Lzk1L2I3LzI2Lzg1ZmQtNDk2OS1iZTI3LTY5MWNjZDI5OGQyYg.pdf,http://regnskaber.virk.dk/35314253/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzVmLzRmLzY2LzY0OWEtNDJmMi1iMmNiLTMwZDFkZTlmNzJlYw.xml,"Ãrhus C, 8000","SÃ¸ndergade 44, 4.",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-31,2015-05-15,2016-05-31,35241353.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Boligmaleren ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jim Gottschalck Hagen,Boligmaleren ApS,4audit,"Viby J, den 31. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2015-12-31,2015-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22664258,indberetninger-20180424,2.5124211,35241353.0,,2018-03-29T04:58:43.360Z,2016-06-10T11:54:11.150Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-14-NS,2016-06-10T11:54:11.241Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
