entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,ImpairmentLossesOfInvestments,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OutstandingDebtFromManagementCategory,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfInvestmentsOfPriorYearsRevaluations,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,InvestmentsGross
32328415,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,80000.0,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32328415,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,68324.0,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32328415,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,77273.0,,,,,,,,,,,,,,,,,,,,,,,,,
32328415,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,77273.0,-3800.0,73405.0,154478.0,73405.0,77273.0,-3800.0,0.0,,,,,,,,,,,,,,,,,,
32328415,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,77273.0,,,,,,,,,,,,,,,,,,,,,,,,,
32328415,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,225597.0,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,,,,,,,,,1306449.0,0.0,80000.0,0.0,1306449.0,1080852.0,1306449.0,1306449.0,1306449.0,162300.0,145597.0,914552.0,1080852.0,0.0,0.0,0.0,4000.0,
32328415,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,80000.0,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32328415,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,145597.0,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32328415,2016-01-01,2016-01-01,c136,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,,,,,,,,,,,,,,,,,,,,,,,,,,999992.0
32328415,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzUzLzk2LzFiLzJlNmYtNGM2Ny1hM2MzLTNmY2I0YTQ3MmFmNA.pdf,http://regnskaber.virk.dk/51482323/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzA4L2I0L2ZlLzY4M2ItNDVjNy05MWE5LWU2ZGRiY2Y5N2JhNA.xml,117604.0,306457.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,Aulum,7490.0,31.0,Havrevej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-10,2017-05-10,2013-12-10,2017-05-15,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,80000.0,15807776.0,32328415.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for Habekost Holding ApS.,117604.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Michael Habekost,Michael Habekost,"Partner Revision, statsautoriseret revisionsaktieselskab",Habekost Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",67714.0,Aulum,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,2016-12-31,2016-01-01,306457.0,2017-05-10,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871725,indberetninger-20180424,2.5124211,32328415.0,,2018-03-28T01:35:03.727Z,2017-05-16T11:53:46.004Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-HB,2017-05-16T11:53:46.323Z,,,,,,,,,,,,,,,,,,,,,,,,,,
