entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToDisposalsOfEquityThroughMergersAndBusinessCombinations,DecreaseOfCapital,AdditionsToInvestmentsThroughMergersAndBusinessCombination,DisposalsOfInvestments,RevaluationOfAdditionsToInvestmentsThroughMergersAndBusinessCombinations,RevaluationsOfInvestmentsOfTheYear,NameAndSurnameOfMemberOfSupervisoryBoard
33960794,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,141491.0,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,3500000.0,34827.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,1404.0,Aarhus,2017-01-01,2017-12-31,-3608068.0,-3608068.0,-106664.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,0.0,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33960794,2017-01-01,2017-12-31,c183,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33960794,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2017-01-01,2017-12-31,-3608068.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33960794,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,25773941.0,236874.0,29236700.0,4282.0,25741941.0,25773941.0,32000.0,21503750.0,0.0,21503750.0,21503750.0,4029035.0,-3494759.0,32000.0,4033317.0,0.0,32000.0,,,,,,,,,,,
33960794,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,29236700.0,,,,,,,,,,,,,,,,,,,,,,,
33960794,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,-3494759.0,,,,,,,,,,,,,,,,,,,,,,,
33960794,2018-01-01,2018-01-01,c255,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
33960794,2018-01-01,2018-01-01,c569,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,,,,,,,,,,,,,,-3600000.0,25003750.0,,,,,,,,,
33960794,2018-01-01,2018-01-01,c584,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
33960794,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2L2I3LzAwL2RmLzQ0ZGMtNGMwNC05ZmQ5LTFkM2YwMGE0OTYwMQ.pdf,http://regnskaber.virk.dk/49706933/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzZhLzU5L2ZhLzc4ODQtNGY0OC04MWUzLWRlNjNkMjA2NzgxYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,8000 Aarhus C,"c/o Obton A/S, Silkeborgvej 2",DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Obton Italien A/S,-1012.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-16,2011-10-10,2019-05-03,Statsautoriseret revisor,137957.0,-1943068.0,20222670.0,33960794.0,20222670.0,mne32168,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Obton Italien A/S.,14150000.0,0.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Obton Italien A/S,BDO Statsautoriseret revisionsaktieselskab,7384.0,Aarhus,2017-01-01,2017-12-31,-14294329.0,-14295341.0,-137957.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,2018-01-01,true,2019-04-16,Aarhus,-1012.0,Formand,urn:ofk:oid:27495096,indberetninger-20180424,2.5118417999999996,33960794.0,AWtSV0xRGQc-fA3G3I3f,2019-06-13T19:36:40.437Z,2019-06-13T19:36:20.675Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-82-RN,2019-06-13T19:36:20.931Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,,,,
