entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnAuditedFinancialStatements,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,TelephoneNumberOfAuditor,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
30519051,2011-01-01,2011-01-01,c176,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,-348757.0,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1400000.0,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519051,2011-01-01,2011-01-01,c494,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,832006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519051,2011-01-01,2011-12-31,c109,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,,96600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519051,2011-01-01,2011-12-31,c123,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,,-61459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519051,2011-01-01,2011-12-31,c178,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,,,-100000.0,37389.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30519051,2011-01-01,2011-12-31,c3,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,,35141.0,,,-4375.0,37389.0,4375.0,0.0,123.0,1270.0,34407.0,-4375.0,-734.0,,,,,,,,,,,,,,,,,
30519051,2011-01-01,2011-12-31,c495,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,,-61459.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,
30519051,2011-12-31,2011-12-31,c180,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,-411368.0,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,1400000.0,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,,,,,,,,,,,,,,,988632.0,,,,,,,,,,,,,,,
30519051,2011-12-31,2011-12-31,c4,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,992146.0,,,,,,,,,,,,,,988632.0,1015196.0,17111.0,125000.0,26564.0,1015196.0,23050.0,988632.0,988632.0,14025.0,96600.0,770546.0,23050.0,9453.0,9453.0,9025.0
30519051,2011-12-31,2011-12-31,c496,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8vcGRmcy8zMDUxOTA1MTtBcFM0MjIyMzg7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/15091503/Y3ZyLmRrOi8veGJybHMvWC03NEFEQ0MyNS0yMDEzMDQxOF8xMDA2MDVfMzE2.xml,,Danmark,7200 Grindsted,Hedemarken 23,7260  Sdr. Omme,Farvergade 16,7200 Grindsted,Hedemarken 23,kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-04-05,2013-04-05,2013-04-18,32285201.0,30519051.0,32285201.0,"Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for DFS Holding, Sdr. Omme ApS.","Vi har revideret Ã¥rsregnskabet for DFS Holding, Sdr. Omme ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Brian Majlund,Flemming Smith,Flemming Smith,"Martinsen, Statsautoriseret Revisionspartnerselskab","DFS Holding, Sdr. Omme ApS","Martinsen, Statsautoriseret Revisionspartnerselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Sdr. Omme,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Billund kommune,ApS,FLSERVICE ApS,Billund,2012-12-31,2012-01-01,100.0,2013-04-05,Grindsted,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",75 32 12 33,urn:ofk:oid:19192061,indberetninger-20180424,2.5118417999999996,30519051.0,,2018-04-01T15:39:55.362Z,2013-04-22T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-112.457,2013-04-22T22:00:00.000Z,770546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
