entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
32327273,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,33491.0,1395651.0,1529330.0,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,15767.0,Herning,2014-07-01,2015-06-30,68363.0,84421.0,100188.0,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",16058.0,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,,,,,,,,,,,,,,,,,,,,
32327273,2014-07-01,2015-06-30,c4,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,,,,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,,Herning,2014-07-01,2015-06-30,68363.0,,,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,,,,,,,,,,,,,,,,,,,,
32327273,2015-06-30,2015-06-30,c6,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,,,,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,,Herning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,714137.0,398665.0,100000.0,444067.0,139413.0,125102.0,74486.0,20000.0,56171.0,714137.0,589035.0,139413.0,20000.0,270070.0,0.0,546384.0,0.0,130657.0,25102.0,0.0,589035.0,25402.0,23331.0,19320.0,25402.0
32327273,2015-07-01,2015-07-01,c7,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,,,,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,,Herning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,100000.0,,,,,,,,,,,,,,,,,,,
32327273,2015-07-01,2015-07-01,c8,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,,,,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,,Herning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,25102.0,,,,,,,,,,,,,,,,,,,
32327273,2015-07-01,2015-07-01,c9,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,,,,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,,Herning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,125102.0,,,,,,,,,,,,,,,,,,,
32327273,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,60446.0,2153135.0,2856699.0,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,12249.0,Herning,2014-07-01,2015-06-30,496187.0,630869.0,643118.0,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",134682.0,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,,,,,,,,,,,,,,,,,,,,
32327273,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,,,,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,,Herning,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,,,,,,,,,,,,,,,,,,,,
32327273,2015-07-01,2016-06-30,c10,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,,,,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,,Herning,2014-07-01,2015-06-30,0.0,,,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,,,,,,,,,,,,,,,,,,,,
32327273,2015-07-01,2016-06-30,c11,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzhmL2VkL2I2LzljZWUtNGZmNi1iZmY1LWZjNGUwYTMzNzRjMA.xhtml,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzExLzNmLzc1L2RmMzgtNDcxZC04OTQ3LTZkYWYzN2E2ZThlMA.pdf,http://regnskaber.virk.dk/37272323/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzk2LzczL2IzLzkyNmMtNDVlZC05MjhlLTM4NWE2ZGZiY2VlNA.xml,true,Herning,7400.0,52.0,Merkurvej,2000 Frederiksberg,"Bernhard Bangs Alle 25, 2. sal",Regnskabsklasse B,2016-11-21,2016-11-30,,,,32327273.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sheriff Maati,Sheriff Medhat Mohamed Abu El Maati,SELINA HERNING II ApS,Financial Outsourcing,,Herning,2014-07-01,2015-06-30,496187.0,,,2016-06-30,2015-07-01,false,false,"Jeg anser betingelserne for at undlade revision af Ã¥rsregnskabet for 1. juli 2015 â 30. juni 2016 for opfyldt. Jeg indstiller til generalforsamlingen, at Ã¥rsregnskabet fremover ikke revideres.",,47108108.0,false,false,Ingen bistand,urn:ofk:oid:23225657,indberetninger-20180424,2.5927877,32327273.0,,2018-03-29T02:20:58.965Z,2016-11-30T15:22:58.644Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-25-TF,2016-11-30T15:22:58.829Z,,,,,,,,,,,,,,,,,,,,,,,,,
