entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DisclosureOfOtherFinanceExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
32840477,2014-01-01,2014-12-31,ID_0,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
32840477,2014-01-01,2014-12-31,ID_1,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
32840477,2014-01-01,2014-12-31,ID_2,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,Hans Chr. Enevoldsen
32840477,2014-01-01,2014-12-31,ID_3,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
32840477,2014-01-01,2014-12-31,ID_4,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
32840477,2014-01-01,2014-12-31,ID_5,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
32840477,2014-01-01,2014-12-31,ID_6,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
32840477,2014-01-01,2014-12-31,ID_7,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
32840477,2014-01-01,2014-12-31,ID_8,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
32840477,2014-01-01,2014-12-31,ID_9,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8vcGRmcy8zMjg0MDQ3NztBcFM0NzI1ODQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/77404823/Y3ZyLmRrOi8veGJybHMvWC02N0NEREUwMy0yMDE1MDExNl8xMzAxNDNfMzkx.xml,"Kastrup, 2770","FuglebÃ¦kvej 3 A,  1. sal",Til den daglige ledelse i Pushkin ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-16,3. Finansielle omkostninger,0.0,32840477.0,28686668.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pushkin ApS.,Ãrsrapport,0.0,Hans Chr. Enevoldsen,Pushkin ApS,"Ãkonomi og Administration, Registreret Revisionsanpartsselskab",0.0,2014-12-31,2014-01-01,2015-01-15,Kastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20673597,indberetninger-20180424,2.511692,32840477.0,,2018-03-30T08:38:52.664Z,2015-01-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-65.912,2015-01-16T23:00:00.000Z,
