entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,CashAndCashEquivalents,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ContributedCapital,CurrentAssets,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,Equity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherShorttermPayables,PlaceOfSignatureOfStatement,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CostOfSales,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,OtherExternalExpenses,OtherOperatingExpenses,OtherOperatingIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpenseOnOrdinaryActivities,NameAndSurnameOfMemberOfExecutiveBoard
36482508,1899-12-30,1899-12-30,ID_11,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,50000.0,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",50000.0,50000.0,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,50000.0,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,50000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,0.0,0.0,"Visby, den 25-05-2016",0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,
36482508,1899-12-30,1899-12-30,ID_9,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36482508,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,
36482508,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,
36482508,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,
36482508,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,
36482508,2015-01-01,2015-12-31,ID_14,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,
36482508,2015-01-01,2015-12-31,ID_15,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,
36482508,2015-01-01,2015-12-31,ID_2,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,
36482508,2015-01-01,2015-12-31,ID_3,,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzU1LzdmLzM4L2NiM2MtNGUxMy1iMmQ3LTJlNmVjZTg4MmIzNw.pdf,http://regnskaber.virk.dk/80528463/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzJlL2I1L2VmLzUyMDgtNGY4Mi1iMGI2LWVmNTc4MGIwZGE1MQ.xml,"6261, Bredebro",HÃ¸ybjergvej 71,Til den daglige ledelse i Supra Visby Aps,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",,,2016-05-25,2015-01-01,2016-05-25,supra.visby@gmail.com,,www.supra-visby.dk,36482508.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Supra Visby Aps.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis MÃ¸ller,Supra Visby Aps,Andreas N. Burgwald,,,"Visby, den 25-05-2016",,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"TÃ¸nder, 550",2015-12-31,2015-01-01,,,,,,,2016-05-25,Visby,21846272.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22444946,indberetninger-20180424,2.5124211,36482508.0,,2018-03-29T03:19:57.616Z,2016-05-26T05:22:42.426Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-79-DZ,2016-05-26T05:22:42.511Z,,,,,,,,,,,,Dennis  MÃ¸ller
