entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables
31760534,2015-07-01,2015-07-01,c720,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,125000.0,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,,,,,,,,,,,,,,,,,,,
31760534,2015-07-01,2015-07-01,c741,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,-5000.0,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,,,,,,,,,,,,,,,,,,,
31760534,2015-07-01,2016-06-30,c123,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,416000.0,,,,,,,,,,,,,,,,,,
31760534,2015-07-01,2016-06-30,c3,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,416000.0,536000.0,2000.0,534000.0,536000.0,118000.0,,,,,,,,,,,,,
31760534,2015-07-01,2016-06-30,c742,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,7000.0,,,,,,,,,,,,,,,,,,
31760534,2016-06-30,2016-06-30,c4,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,127000.0,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,,,,,,,268000.0,136000.0,125000.0,268000.0,268000.0,141000.0,22000.0,132000.0,2000.0,141000.0,132000.0,119000.0,0.0
31760534,2016-06-30,2016-06-30,c722,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,125000.0,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,,,,,,,,,,,,,,,,,,,
31760534,2016-06-30,2016-06-30,c743,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,2000.0,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,,,,,,,,,,,,,,,,,,,
31760534,2016-07-01,2016-07-01,c181,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,125000.0,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,,,,,,,,,,,,,,,,,,,
31760534,2016-07-01,2016-07-01,c199,,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2Q5LzY5L2JhL2JkZDMtNDFmYy04ZTRkLTM1YmE1ZGQ5ZDUzOQ.pdf,http://regnskaber.virk.dk/43506713/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzhlLzU0LzdlL2RkZTMtNGUwOS1hMGFkLThmMzhlMzNkMTA4YQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,st.,"Lyngbyvej 2,","2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,Regnskabsklasse B,2017-05-19,2017-05-19,2017-05-19,statsautoriseret revisor,info@dk.gt.com,1851.0,34209936.0,31760534.0,34209936.0,Ãrsrapport,Michael Beuchert,Herbert Michael Nathan,Herbert Michael Nathan,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Forretningssystemer ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-07-01,2016-06-30,2016-12-31,2016-07-01,2017-05-19,KÃ¸benhavn,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23954441,indberetninger-20180424,2.5097342,31760534.0,,2018-03-28T09:15:31.108Z,2017-05-26T14:40:53.212Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AK-17-NF,2017-05-26T14:40:53.390Z,,,,,,,,,,,,,,,,,,,
