entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OutstandingDebtFromManagementCategory,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables
27300405,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",125000.0,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27300405,2016-01-01,2016-01-01,c741,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",2736603.0,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27300405,2016-01-01,2016-01-01,c744,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",101200.0,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27300405,2016-01-01,2016-12-31,c109,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,103400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27300405,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,1089475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27300405,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,1192875.0,466084.0,2004825.0,47143.0,50772.0,41968.0,50772.0,1529937.0,1538741.0,5081.0,337062.0,413860.0,,,,,,,,,,,,,,,,,,,,,
27300405,2016-01-01,2016-12-31,c742,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,1089475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27300405,2016-01-01,2016-12-31,c745,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,,,,,,,,,,,,,103400.0,101200.0,,,,,,,,,,,,,,,,,,,
27300405,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",4054478.0,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,,,,,,,,,,,,,,,4261762.0,3786097.0,125000.0,4261762.0,4261762.0,207284.0,20817.0,204321.0,209538.0,103400.0,3826078.0,2963.0,20817.0,207284.0,454848.0,175302.0,0.0,30618.0,39390.0
27300405,2016-12-31,2016-12-31,c722,,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1Lzk4L2IwL2U0LzQyNTgtNGJjOS1iZWI2LTYwMDg4NjUyYjBlOA.pdf,http://regnskaber.virk.dk/50400372/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2VhL2YxL2M5L2Y2YWQtNGM4NC1iZmYzLWY3OTA0MDNkNWU0Mg.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,22.0,Dalgasgade,Sunds,7451.0,83.0,Hjejlevej,"7400, Herning","Industrivej Nord, 15",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-26,2018-01-26,2003-07-01,2018-01-29,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",125000.0,15807776.0,27300405.0,15807776.0,mne31426,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Cottex ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Kenneth Jensen,Poul Kenneth Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Sydbank,Cottex ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",227699.0,Sunds,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-01-26,Herning,97 12 50 22,97251100.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24994779,indberetninger-20180424,2.50956,27300405.0,,2018-04-03T17:19:07.835Z,2018-01-29T14:42:42.550Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-47-VV,2018-01-29T14:42:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
