entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress,DividendPaid
32450547,2016-01-01,2016-01-01,c14,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,1.0,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32450547,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,1.0,15000.0,611749.0,632311.0,603.0,0.0,3837.0,4959.0,5562.0,1122.0,,,,,,,,,,,,,,,,,,,,,,,
32450547,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,,,,,,,3837.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32450547,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,1.0,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,,,,,,,,,,,470127.0,288066.0,125000.0,455127.0,20526.0,0.0,49553.0,15000.0,109035.0,470127.0,420574.0,68000.0,15000.0,132834.0,15000.0,-75447.0,420574.0,119761.0,58026.0,167979.0,37500.0,41035.0,
32450547,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,
32450547,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,,,,,,,,,,,,,,,,,-75447.0,,,,,,,,,,,,,,,,
32450547,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,1.0,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,,,,,,,,,,,,,,,,,49553.0,,,,,,,,,,,,,,,,
32450547,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,1.0,-13600.0,633519.0,629266.0,226.0,0.0,7119.0,9121.0,9347.0,2002.0,,,,,,,,,,,,,,,,,,,,,,,0.0
32450547,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32450547,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2FiLzA5L2Y4L2NhYTEtNDJiYy1hN2IzLWEwN2FmMDcxNzIzZQ.xhtml,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3Lzk3LzMzLzQ5L2U1Y2MtNGE1ZC04NDM2LTVhYTZjOGQ3Y2M3MA.pdf,http://regnskaber.virk.dk/74505423/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzk1L2VhLzRmLzA3YzAtNDA5OC1iMTJlLWE2ZTVkZDE3ZDQ5Mw.xml,true,Danmark,DK,Hjallerup,9320.0,18-20,Hjallerupcentret,Hjallerup,9320.0,3.0,Brorsonsvej,9320 Hjallerup,NÃ¸rrehaven 2,Regnskabsklasse B,2018-05-22,2018-05-22,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke afgivet pantsÃ¦tninger eller sikkerhedsstillelser</p>",32450547.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Peter Andersen,Niels Peter Andersen,Spar Nord Bank,KJM-BYG ApS,NÃ¸rhave Regnskab,,Hjallerup,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,61467296.0,false,false,Ingen bistand,urn:ofk:oid:25698522,indberetninger-20180424,2.5927877,32450547.0,AWPJWrap0wkEsASktX9M,2018-06-04T05:52:47.770Z,2018-06-04T05:52:34.598Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-25-BT,2018-06-04T05:52:34.843Z,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
