entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Dividend,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard
28703597,2013-01-01,2013-01-01,c470,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,125000.0,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,,,,,,,,,,,,,,,,,,,
28703597,2013-01-01,2013-01-01,c494,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,424000.0,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,,,,,,,,,,,,,,,,,,,
28703597,2013-01-01,2013-12-31,c109,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,40000.0,,,,,,,,,,,,,,,,,,
28703597,2013-01-01,2013-12-31,c123,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,-49000.0,,,,,,,,,,,,,,,,,,
28703597,2013-01-01,2013-12-31,c3,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,-9000.0,-13000.0,4000.0,-9000.0,-13000.0,,,,,,,,,,,,,,
28703597,2013-01-01,2013-12-31,c495,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,-49000.0,,,,,,,,,,,,,,,,,,
28703597,2013-01-01,2013-12-31,c498,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,,,,,,40000.0,,,,,,,,,,,,,
28703597,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,540000.0,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,,,,,,,551000.0,548000.0,125000.0,551000.0,551000.0,11000.0,11000.0,3000.0,40000.0,375000.0,11000.0,3000.0,
28703597,2013-12-31,2013-12-31,c472,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,125000.0,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,,,,,,,,,,,,,,,,,,,
28703597,2013-12-31,2013-12-31,c496,,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVlLzgzL2U0L2MzNDYtNGMxMS04NjQ5LTQzMjZiOTM5MWRkYw.pdf,http://regnskaber.virk.dk/79530782/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2JjL2MwLzU5L2JjYjctNGU3OS1iZmFkLWM0ODA0YjQ5MDQ3MQ.xml,Aalborg,9000.0,16.0,Ida Maries Vej,"9000, Aalborg","Hasseris Bymidte, 6",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-26,2015-05-26,2005-05-10,2015-05-31,Andre eksterne omkostninger omfatter omkostninger til salg samt administration.,375000.0,28703597.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for Lysholt Faber ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Lysholt Hansen,Jyske Bank,Lysholt Faber ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-05-26,Aalborg,98180265.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5417239,indberetninger-20180424,2.5124327999999996,28703597,,2018-03-30T10:21:45.155Z,2015-06-02T11:00:16.293Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-95-FD,2015-06-02T11:00:16.527Z,,,,,,,,,,,,,,,,,,,
