entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables
25604334,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,1151213.0,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25604334,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,28390999.0,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,-61523.0,29542212.0,1624982.0,213124.0,28068831.0,-322168.0,,,,,,,,,,,,,,,,,,,,,,,,,
25604334,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,-29542212.0,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25604334,2016-12-31,2016-12-31,ID_4,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,,,,,,,189106673.0,2124.0,125000.0,15079157.0,4445161.0,132628849.0,189106673.0,56477824.0,174027516.0,33106464.0,134589552.0,10100534.0,174027516.0,6331500.0,10100534.0,46307290.0,123099982.0,9403867.0,46377290.0,0.0,15077033.0,10606042.0,25830.0,0.0,70000.0
25604334,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,12786595.0,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,-53542.0,14009695.0,1708914.0,214320.0,12461559.0,-325036.0,,,,,,,,,,,,,,,,,,,,,,,,,
25604334,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25604334,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25604334,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25604334,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,-14009695.0,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25604334,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2Y2LzlhL2M3L2VlMTQtNGNiMy1hOWI1LWJjMzY3MGY1MGI0Yw.pdf,http://regnskaber.virk.dk/43340652/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzZmLzBlLzRmLzcwZWYtNGIzMi1hNWNkLTM1NzU5YWM5NGEzZA.xml,true,"8000, Ãrhus C",Store Torv 5,Til kapitalejerne i OMVP Holding ApS,Regnskabsklasse B,2018-05-31,2018-05-31,2018-06-11,14343849.0,25604334.0,14343849.0,mne703,Ãrsrapport,Arne KjÃ¦r JÃ¸rgensen,Ole BjÃ¸rvig Pedersen,Ole BjÃ¸rvig Pedersen,Abel & JÃ¸rgensen,OMVP Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab",Aarhus,2016-01-01,2016-12-31,1223100.0,2017-12-31,2017-01-01,false,2018-05-31,Aarhus,89415000.0,RevisionspÃ¥tegning,urn:ofk:oid:25792962,indberetninger-20180424,2.5118417999999996,25604334.0,AWPzjhIt0wkEsASktp_i,2018-06-12T10:33:35.700Z,2018-06-12T10:32:42.325Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-41-FZ,2018-06-12T10:32:42.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
