entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivablesFromGroupEnterprises
31371007,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,,,,,,,,,,,,,,,,,,,,,
31371007,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-209180.0,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,,,,,,,,,,,,,,,,,,,,,
31371007,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,2678.0,,,,,,,,,,,,,,,,,,,,
31371007,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,2678.0,3490.0,812.0,0.0,2678.0,3490.0,0.0,,,,,,,,,,,,,,
31371007,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,2678.0,,,,,,,,,,,,,,,,,,,,
31371007,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-81502.0,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,,,,,,,,3490.0,3490.0,125000.0,3490.0,3490.0,84992.0,59666.0,-206502.0,0.0,84992.0,25326.0,0.0,0.0,0.0
31371007,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,,,,,,,,,,,,,,,,,,,,,
31371007,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-206502.0,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,,,,,,,,,,,,,,,,,,,,,
31371007,2018-01-01,2018-01-01,c181,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,,,,,,,,,,,,,,,,,,,,,
31371007,2018-01-01,2018-01-01,c199,,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzFiLzJlL2I5L2FiL2Y4MzgtNDRhYS1iNzJhLWE5YjkwOTMzYjM5Yw.pdf,http://regnskaber.virk.dk/70017313/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzY4L2NhL2I0L2ExZTYtNDA3MC04MDVhLWExMzE5ZDg1OTNiNQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,HÃ¸jbjerg,8270.0,9.0,Sandbakken,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019.",2019-09-24,2019-09-24,2008-04-01,2019-09-25,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-206502.0,32285201.0,31371007.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. juni 2019 for KLH NR. 2/2009 ApS.,Ãrsrapporten for KLH NR. 2/2009 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Klaus Hansen,Klaus Hansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",KLH NR. 2/2009 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",HÃ¸jbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2019-06-30,2018-01-01,2019-09-24,Risskov,87 43 96 00,RevisionspÃ¥tegning,urn:ofk:oid:27862678,indberetninger-20180424,2.5118406,31371007.0,AW1yIjY5IXJRhhXBOBqo,2019-09-27T09:52:31.455Z,2019-09-27T09:51:46.667Z,regnskab,0.0,,2019-06-30,2018-01-01,X19-CX-36-PQ,2019-09-27T09:51:47.313Z,,,,,,,,,,,,,,,,,,,,,
