entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
30236920,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",-16304.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,,,,,,,,,,,,,,,,,,,
30236920,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",-16304.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,,,,,,,,,,,,,,,,,,,
30236920,2014-01-01,2014-12-31,ID_7,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",16304.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,-4388.0,20147.0,65.0,8.0,15702.0,-602.0,,,,,,,,,,,,,,,,,,,
30236920,2014-01-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,,,,,,,,,,,,,,,,,,,
30236920,2014-12-31,2014-12-31,ID_15,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,52373.0,4394.0,156250.0,18146.0,3752.0,-23276.0,52373.0,75649.0,34227.0,34227.0,34227.0,1500.0,-179526.0,0.0,75649.0,74149.0,13752.0,10000.0,
30236920,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,,,,,,,,,,,,,,,,,,,
30236920,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,,,,,,,,,,,,,,,,,,,
30236920,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",-41633.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,,,,,,,,,,,,,,,,,,,
30236920,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",-60092.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,,,,,,,,,,,,,,,,,,,
30236920,2015-01-01,2015-12-31,ID_16,,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzFjL2U0L2YyL2I4MzUtNGMyMS04NzVkLTNlMDBkMDBlOTUxNA.pdf,http://regnskaber.virk.dk/02963203/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RjLzgwLzk0LzFmY2EtNDA2NS1iNTM5LTM3MWM1MTg1NDQ2ZA.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i ABEL INVEST APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-01-18,2007-01-01,2016-01-18,30236920.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for ABEL INVEST APS.,Ãrsrapport,Henrik Abel Larsen,ABEL INVEST APS,"ATTIRI, Statsautoriseret Revisionsaktieselskab","Aalborg, den 18-01-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-18,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21899955,indberetninger-20180424,2.5124211,30236920.0,,2018-03-28T16:31:08.040Z,2016-01-19T06:00:43.342Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AN-68-GG,2016-01-19T06:00:53.545Z,,,,,,,,,,,,,,,,,,,,,,,,,
