entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,ContributedCapital,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTradePayables
32444490,2016-01-01,2016-01-01,c704,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,,,,,,,,,,,,,
32444490,2016-01-01,2016-01-01,c725,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-184232.0,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,,,,,,,,,,,,,
32444490,2016-01-01,2016-12-31,c120,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,-9053.0,,,,,,,,,,,,
32444490,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,-9053.0,-7500.0,1553.0,-9053.0,-7500.0,,,,,,,,
32444490,2016-01-01,2016-12-31,c726,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,9053.0,,,,,,,,,,,,
32444490,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-50179.0,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,,,,,,0.0,125000.0,0.0,50179.0,-175179.0,50179.0,38929.0,11250.0
32444490,2016-12-31,2016-12-31,c706,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,,,,,,,,,,,,,
32444490,2016-12-31,2016-12-31,c727,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-175179.0,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,,,,,,,,,,,,,
32444490,2017-01-01,2017-01-01,c177,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,,,,,,,,,,,,,
32444490,2017-01-01,2017-01-01,c195,,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzY0LzEzL2MxL2IxMTUtNGFkMi05Y2NmLWE5OTU1ZTMxYjAzNA.pdf,http://regnskaber.virk.dk/09444423/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzQ5LzdlLzAyLzQyYzMtNDhlZS04Mzc2LWE4MTQyZTkwNDBjZA.xml,Danmark,Odder,8300.0,13.0,BanegÃ¥rdsgade,Odder,8300.0,4.0,Skolebakken,"8300, Odder","BanegÃ¥rdsgade, 13",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-10-26,2018-10-26,2018-10-26,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-175179.0,32285201.0,32444490.0,32285201.0,mne11645,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Erling BrÃ¸dbÃ¦k,Tommy HÃ¸j Ellegaard,Tommy HÃ¸j Ellegaard,"Martinsen, Statsautoriseret Revisionspartnerselskab",Tommy Ellegaard Holding ApS under tvangsoplÃ¸sning,"Martinsen, Statsautoriseret Revisionspartnerselskab",Odder,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-10-26,Odder,86 55 16 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26558824,indberetninger-20180424,2.5122755,32444490.0,AWhLUSjXet7j816DxtYR,2019-01-14T07:44:22.386Z,2019-01-14T07:43:54.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-DG-16-XF,2019-01-14T07:43:54.813Z,,,,,,,,,,,,,
