entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermLiabilitiesOtherThanProvisions,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
18308045,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,201000.0,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18308045,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,1993828.0,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18308045,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,101277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18308045,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,101277.0,-18320.0,220635.0,0.0,75114.0,2641.0,75114.0,129842.0,202315.0,28565.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18308045,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,101277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18308045,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,2296105.0,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,,,,,,,,,,,7909968.0,0.0,201000.0,142288.0,39017.0,208763.0,7767680.0,7909968.0,4163521.0,3866236.0,3657473.0,7767680.0,74825.0,7767680.0,1450342.0,1450342.0,2095105.0,6508.0,297285.0,213553.0,2399.0,142288.0,0.0,103271.0,,
18308045,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,201000.0,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18308045,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,2095105.0,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18308045,2018-01-01,2018-01-01,c151,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1320099.0,9087779.0
18308045,2018-01-01,2018-01-01,c181,,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzNkL2M0LzE5LzFkODUtNGUwNy1hNGEwLWNjNzBiODhiMjY2Nw.pdf,http://regnskaber.virk.dk/54080381/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzNkL2UxLzM5LzFjZmEtNDZiNy05MTExLTUyOGJmNjY5NGZkYw.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Skovlunde,2740.0,12.0,Tonsbakken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-30,2019-05-30,1995-01-01,2019-05-30,statsautoriseret revisor,info@dk.gt.com,201000.0,34209936.0,18308045.0,34209936.0,mne9459,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre.,Ãrsrapport,2312713.0,280133.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan TÃ¸nnesen,Mogens Saugmann,Mogens Saugmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet BrÃ¸ndbytoften 11. Hvidovre,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Skovlunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ballerup,2018-12-31,2018-01-01,-860680.0,2019-05-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27474506,indberetninger-20180424,2.5124277999999998,18308045.0,AWtKPQ3fRYGX6_YTIrlR,2019-06-12T05:51:10.899Z,2019-06-12T05:50:42.936Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-37-LU,2019-06-12T05:50:43.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
