entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossRelatedToInvestments,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
28696825,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,94021.0,2375.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,-526741.0,338693.0,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,4567288.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,23315.0,-2732.0,590747.0,Aalborg,4590.0,2015-01-01,2015-12-31,4870859.0,4967255.0,-188048.0,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,2661.0,-96396.0,496175.0,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28696825,2015-01-01,2015-12-31,c177,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,101200.0,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28696825,2015-01-01,2015-12-31,c185,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,4567288.0,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28696825,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,202371.0,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28696825,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,14073281.0,2192281.0,125000.0,34833.0,13875471.0,14073281.0,197810.0,5099158.0,5099158.0,5099158.0,1.0,5975721.0,197810.0,15300.0,101200.0,4599158.0,9050113.0,5975721.0,197810.0,806121.0,724648.0,31340.0,,,,,
28696825,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
28696825,2016-01-01,2016-01-01,c235,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,4599158.0,,,,,,,,,,,,,,,,,,,,,,
28696825,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,9050113.0,,,,,,,,,,,,,,,,,,,,,,
28696825,2016-01-01,2016-01-01,c257,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,101200.0,,,,,,,,,,,,,,,,,,,,,,
28696825,2016-01-01,2016-01-01,c564,,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzcxLzExL2NjLzk3MjQtNGFmMC04OWVkLWY0ZGFiNGEwYzliMA.pdf,http://regnskaber.virk.dk/52869682/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2U3LzU4L2Y0L2E0YjgtNGY4YS05YjkwLWU2ZmVmZDBmMjEyMw.xml,false,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Aalborg,9000.0,174.0,Hasserisvej,9000 Aalborg,Renal Baches Vej 5,DK-9000 Aalborg,Visionsvej 51,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-02,2005-05-03,2017-05-24,Statsautoriseret revisor,-101200.0,,,20222670.0,28696825.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for G-Invest ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Ole GrÃ¸n,Ole GrÃ¸n,Nordea A/S,Advokatfirmaet BÃ¸rge Nielsen,G-Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,2015-01-01,2015-12-31,,,,3405644.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,12.0,2016-01-01,true,2017-05-02,Aalborg,,,,urn:ofk:oid:23997745,indberetninger-20180424,2.5124316,28696825.0,,2018-03-28T13:34:06.707Z,2017-05-30T19:50:07.872Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-AA,2017-05-30T19:50:08.047Z,,,,,,,,,,,,,,,,,,,,,,,4599158.0,500000.0,,,
