entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,AdditionsToInvestments,AdjustmentsOfEquityRelatedToInvestments,DividendIncomeRelatedToInvestments,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,NameAndSurnameOfMemberOfSupervisoryBoard,DepreciationOfPropertyPlantAndEquipment
26585848,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,3210.0,Regnskabsklasse B,-88788.0,2016-04-26,2002-05-01,2016-04-26,-78122.0,Statsautoriseret revisor,-150000.0,-9366040.0,9787123.0,20222670.0,26585848.0,20222670.0,-69580.0,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,-4755.0,4849.0,KÃ¸benhavn,-800000.0,187897.0,273475.0,342961.0,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,-92574.0,-85578.0,Formand,RevisionspÃ¥tegning,-8473466.0,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2014-01-01,2014-12-31,c14,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,-69580.0,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,107477.0,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2014-01-01,2014-12-31,c6,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,150000.0,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,2402770.0,1321158.0,500000.0,1758575.0,37678.0,1566268.0,17754.0,56874.0,2402770.0,836502.0,569567.0,228467.0,644195.0,341100.0,492549.0,74628.0,150000.0,56932.0,859336.0,142907.0,836502.0,112258.0,437417.0,88788.0,399739.0,,,,,,,,,,,
26585848,2015-01-01,2015-01-01,c113,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,,,,,,,,,,,,,,,,,,,,,56932.0,171535.0,,,,,,,,,
26585848,2015-01-01,2015-01-01,c131,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,341100.0,,,,,,,,,
26585848,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2015-01-01,2015-01-01,c146,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,56932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzAyLzBmLzdiLzk4OTktNGYyMC1iMmVmLWIzZGUwN2VmMjE4Yw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2MyL2E5L2Y0LzQzMWYtNDA5MC1hZGJkLWExNTA3MGE5YmRkNw.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2016-04-26,2002-05-01,2016-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,,KÃ¸benhavn,2015-12-31,2015-01-01,1.0,2016-04-26,KÃ¸benhavn,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:22334091,indberetninger-20180424,2.5124277999999998,26585848.0,,2018-03-28T17:43:28.788Z,2016-05-10T09:13:36.206Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-LL,2016-05-10T09:13:36.445Z,,,,,,859336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
