entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,AdditionsToInvestments,DisposalsOfInvestments,NameAndSurnameOfMemberOfSupervisoryBoard
26585848,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,8855.0,11.0,Regnskabsklasse B,205788.0,2019-04-30,2002-05-01,2019-04-30,18059.0,Statsautoriseret revisor,-500000.0,8962310.0,9968972.0,20222670.0,26585848.0,20222670.0,mne16537,-3027.0,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,57589.0,20205.0,57589.0,20205.0,KÃ¸benhavn,1000000.0,2017-01-01,2017-12-31,733549.0,948192.0,988603.0,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,71863.0,214643.0,Formand,7890447.0,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,241528.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2017-01-01,2017-12-31,c215,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,-7979.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2017-01-01,2017-12-31,c218,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,500000.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,3664198.0,1406858.0,0.0,500000.0,24263.0,49546.0,2385074.0,18306.0,24000.0,3664198.0,1279124.0,530978.0,71768.0,573284.0,459210.0,42306.0,500000.0,33953.0,1351121.0,1279124.0,70117.0,1684056.0,0.0,205788.0,234241.0,1610247.0,,,,,,,,,,,
26585848,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2018-01-01,2018-01-01,c233,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,33953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,1351121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2018-01-01,2018-01-01,c254,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2018-01-01,2018-01-01,c506,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2NlLzQ5LzA1LzkwZGYtNDg1Zi1iZTIwLWIzNmIzNmQyNDcyYg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzhmLzBlL2Y0LzlkZTktNGU2Ny05MDMzLTM3MTQ1MDgxMjQyMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,Adelgade 15 3.,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2019-04-30,2002-05-01,2019-04-30,,Statsautoriseret revisor,-500000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-04-30,KÃ¸benhavn,,,Formand,,urn:ofk:oid:27064931,indberetninger-20180424,2.5124211,26585848.0,AWp35EryRYGX6_YTHUY5,2019-05-02T09:34:02.101Z,2019-05-02T09:33:30.287Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-32-CC,2019-05-02T09:33:30.642Z,,,,,,,,,,,,,,,,,,,,,,,,,,,277207.0,295513.0,,,,,,,,,
